Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1234,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,18-360,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1235,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,26-079,1998,18.7,2,14,5,35.7,0.75,0.27,0.14,0.40,13.1,0,0,0,1.6,1.6,0.12,+0.4,+0.4,Matches
1236,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,27-290,1997,2.4,0,2,0,0.0,0.84,0.00,0.00,,9.4,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
1237,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,30-269,1994,16.2,4,31,7,22.6,1.92,0.43,0.13,0.57,22.0,0,0,0,1.3,1.3,0.04,+2.7,+2.7,Matches
1238,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,24-258,2000,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1239,Mateusz Kowalski,pl POL,MF,Parma,it Serie A,19-193,2005,0.6,0,1,0,0.0,1.61,0.00,0.00,,3.7,0,0,0,0.4,0.4,0.43,-0.4,-0.4,Matches
1240,Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,24-350,2000,2.5,1,11,4,36.4,4.46,1.62,0.09,0.25,16.2,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
1241,Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18-199,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1242,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,30-181,1994,2.7,0,1,0,0.0,0.37,0.00,0.00,,14.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1243,Alex Král,cz CZE,MF,Espanyol,es La Liga,26-256,1998,20.4,0,13,1,7.7,0.64,0.05,0.00,0.00,15.4,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
1244,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33-225,1991,17.0,7,35,9,25.7,2.06,0.53,0.14,0.56,15.9,1,2,2,6.6,5.0,0.14,+0.4,0.0,Matches
1245,Frans Krätzig,de GER,"FW,DF",Heidenheim,de Bundesliga,22-016,2003,3.5,1,5,3,60.0,1.45,0.87,0.20,0.33,19.3,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
1246,Frans Krätzig,de GER,DF,Stuttgart,de Bundesliga,22-016,2003,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1247,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,25-285,1999,11.1,2,8,4,50.0,0.72,0.36,0.25,0.50,15.8,0,0,0,1.2,1.2,0.15,+0.8,+0.8,Matches
1248,Rasmus Kristensen,dk DEN,"DF,FW",Eint Frankfurt,de Bundesliga,27-203,1997,15.1,1,8,1,12.5,0.53,0.07,0.13,1.00,9.9,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
1249,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,23-013,2002,9.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1250,Nikola Krstović,me MNE,FW,Lecce,it Serie A,24-300,2000,19.9,6,86,26,30.2,4.33,1.31,0.06,0.19,18.5,4,1,2,8.0,6.4,0.08,-2.0,-1.4,Matches
1251,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,32-153,1992,16.6,4,13,8,61.5,0.78,0.48,0.31,0.50,16.6,0,0,0,1.8,1.8,0.14,+2.2,+2.2,Matches
1252,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,23-240,2001,15.4,4,25,9,36.0,1.62,0.58,0.16,0.44,15.8,0,0,0,2.6,2.6,0.10,+1.4,+1.4,Matches
1253,Mohammed Kudus,gh GHA,"MF,FW",West Ham,eng Premier League,24-181,2000,16.4,3,48,14,29.2,2.93,0.86,0.06,0.21,15.5,0,0,0,4.0,4.0,0.08,-1.0,-1.0,Matches
1254,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,24-280,2000,20.7,6,34,14,41.2,1.65,0.68,0.18,0.43,15.0,0,0,0,3.4,3.4,0.10,+2.6,+2.6,Matches
1255,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,19-310,2005,3.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1256,Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,24-357,2000,17.2,2,7,3,42.9,0.41,0.17,0.29,0.67,13.2,0,0,0,1.0,1.0,0.15,+1.0,+1.0,Matches
1257,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,32-015,1993,6.3,1,4,3,75.0,0.63,0.48,0.25,0.33,22.3,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
1258,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,23-353,2001,13.1,5,49,16,32.7,3.74,1.22,0.08,0.25,19.4,3,1,1,4.1,3.4,0.07,+0.9,+0.6,Matches
1259,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,23-353,2001,0.9,0,2,1,50.0,2.20,1.10,0.00,0.00,20.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1260,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,de Bundesliga,26-277,1998,1.9,0,6,1,16.7,3.14,0.52,0.00,0.00,25.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1261,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,28-360,1996,18.3,2,14,5,35.7,0.77,0.27,0.14,0.40,20.9,1,0,0,0.5,0.5,0.04,+1.5,+1.5,Matches
1262,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,26-252,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1263,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,21-333,2003,7.1,2,14,5,35.7,1.98,0.71,0.14,0.40,13.2,0,0,0,2.5,2.5,0.18,-0.5,-0.5,Matches
1264,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30-272,1994,7.9,6,30,10,33.3,3.81,1.27,0.13,0.40,15.4,0,2,2,5.4,3.8,0.13,+0.6,+0.2,Matches
1265,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,25-112,1999,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1266,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33-247,1991,13.1,5,32,19,59.4,2.45,1.45,0.13,0.21,12.5,1,1,2,7.8,6.3,0.20,-2.8,-2.3,Matches
1267,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24-299,2000,20.0,1,17,3,17.6,0.85,0.15,0.06,0.33,11.4,0,0,0,1.8,1.8,0.10,-0.8,-0.8,Matches
1268,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,26-007,1999,12.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1269,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20-311,2004,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1270,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27-248,1997,7.4,1,5,2,40.0,0.68,0.27,0.20,0.50,18.3,0,0,0,0.6,0.6,0.13,+0.4,+0.4,Matches
1271,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,32-156,1992,4.7,0,1,0,0.0,0.21,0.00,0.00,,8.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1272,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,33-119,1991,15.8,2,4,3,75.0,0.25,0.19,0.00,0.00,25.9,2,2,2,2.1,0.5,0.13,-0.1,-0.5,Matches
1273,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36-265,1988,3.7,0,3,0,0.0,0.82,0.00,0.00,,18.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1274,Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,it Serie A,19-021,2006,0.4,1,1,1,100.0,2.25,2.25,1.00,1.00,13.5,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches
1275,Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26-240,1998,3.4,2,10,4,40.0,2.91,1.17,0.20,0.50,12.2,0,0,0,2.2,2.2,0.22,-0.2,-0.2,Matches
1276,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,24-122,2000,4.8,2,4,2,50.0,0.84,0.42,0.50,1.00,18.6,0,0,0,0.3,0.3,0.08,+1.7,+1.7,Matches
1277,Will Lankshear,eng ENG,"FW,MF",Tottenham,eng Premier League,19-285,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1278,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,34-358,1990,3.4,0,15,3,20.0,4.35,0.87,0.00,0.00,12.8,0,0,0,1.4,1.4,0.10,-1.4,-1.4,Matches
1279,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29-288,1995,12.4,5,24,10,41.7,1.93,0.80,0.17,0.40,12.4,0,1,1,4.8,4.0,0.17,+0.2,0.0,Matches
1280,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,27-342,1997,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1281,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20-217,2004,14.5,2,11,5,45.5,0.76,0.35,0.18,0.40,15.6,0,0,0,2.4,2.4,0.22,-0.4,-0.4,Matches
1282,Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,23-313,2001,6.0,0,13,1,7.7,2.18,0.17,0.00,0.00,13.4,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
1283,Toni Lato,es ESP,DF,Mallorca,es La Liga,27-070,1997,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1284,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,21-024,2004,5.9,0,1,0,0.0,0.17,0.00,0.00,,16.0,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
1285,Valentino Lazaro,at AUT,"DF,MF",Torino,it Serie A,28-312,1996,16.1,0,11,1,9.1,0.68,0.06,0.00,0.00,20.2,2,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
1286,Darko Lazović,rs SRB,"FW,DF",Hellas Verona,it Serie A,34-137,1990,14.8,1,16,2,12.5,1.08,0.14,0.00,0.00,18.9,0,1,1,2.0,1.2,0.08,-1.0,-1.2,Matches
1287,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,31-062,1993,10.6,0,4,1,25.0,0.38,0.09,0.00,0.00,30.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1288,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,27-180,1997,8.8,0,7,3,42.9,0.79,0.34,0.00,0.00,10.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1289,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,26-284,1998,1.1,0,2,1,50.0,1.76,0.88,0.00,0.00,11.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
1290,Enzo Le Fée,fr FRA,MF,Roma,it Serie A,24-362,2000,3.5,0,4,2,50.0,1.13,0.57,0.00,0.00,24.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1291,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,28-080,1996,10.3,0,4,0,0.0,0.39,0.00,0.00,,9.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
1292,Nicola Leali,it ITA,GK,Genoa,it Serie A,31-348,1993,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1293,Rafael Leão,pt POR,FW,Milan,it Serie A,25-234,1999,15.0,4,41,18,43.9,2.74,1.20,0.10,0.22,17.5,0,0,0,5.2,5.2,0.13,-1.2,-1.2,Matches
1294,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,33-279,1991,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1295,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31-250,1993,3.9,0,9,5,55.6,2.31,1.29,0.00,0.00,23.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1296,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,31-174,1993,19.0,0,3,0,0.0,0.16,0.00,0.00,,15.6,1,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1297,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,26-007,1999,16.6,0,15,7,46.7,0.90,0.42,0.00,0.00,14.9,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
1298,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26-257,1998,6.6,1,5,1,20.0,0.76,0.15,0.20,1.00,12.9,0,0,0,1.1,1.1,0.23,-0.1,-0.1,Matches
1299,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33-255,1991,20.9,0,29,9,31.0,1.38,0.43,0.00,0.00,25.7,12,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches
1300,Stefan Lekovic,rs SRB,DF,Monza,it Serie A,21-021,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1301,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,31-271,1993,4.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1302,Nunzio Lella,it ITA,MF,Venezia,it Serie A,24-186,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1303,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,29-079,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1304,Félix Lemaréchal,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,21-176,2003,6.7,1,4,2,50.0,0.60,0.30,0.25,0.50,15.6,0,0,0,0.6,0.6,0.15,+0.4,+0.4,Matches
1305,Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,31-151,1993,15.2,1,18,5,27.8,1.19,0.33,0.06,0.20,21.9,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
1306,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29-227,1995,10.3,1,6,2,33.3,0.59,0.20,0.17,0.50,18.3,1,0,0,1.4,1.4,0.23,-0.4,-0.4,Matches
1307,Bernd Leno,de GER,GK,Fulham,eng Premier League,32-332,1992,23.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1308,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,32-088,1992,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1309,Giovanni Leoni,it ITA,DF,Parma,it Serie A,18-040,2006,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1310,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,24-287,2000,6.1,5,14,8,57.1,2.29,1.31,0.36,0.63,13.0,0,0,0,2.6,2.6,0.19,+2.4,+2.4,Matches
1311,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,22-100,2002,12.7,2,14,4,28.6,1.10,0.31,0.14,0.50,16.9,0,0,0,1.0,1.0,0.07,+1.0,+1.0,Matches
1312,Jefferson Lerma,co COL,MF,Crystal Palace,eng Premier League,30-097,1994,13.4,0,18,7,38.9,1.35,0.52,0.00,0.00,20.2,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
1313,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,19-007,2006,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1314,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,36-162,1988,17.6,17,65,30,46.2,3.69,1.70,0.23,0.50,13.5,3,2,3,18.0,15.7,0.24,-1.0,-0.7,Matches
1315,Jamie Leweling,de GER,"MF,FW",Stuttgart,de Bundesliga,23-339,2001,8.8,1,15,10,66.7,1.71,1.14,0.07,0.10,20.8,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
1316,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,20-070,2004,15.6,1,9,2,22.2,0.58,0.13,0.11,0.50,17.1,0,0,0,1.2,1.2,0.13,-0.2,-0.2,Matches
1317,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,23-343,2001,20.3,1,19,11,57.9,0.93,0.54,0.05,0.09,18.9,1,0,0,2.3,2.3,0.12,-1.3,-1.3,Matches
1318,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,18-126,2006,5.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1319,Ben Lhassine Kone,ci CIV,MF,Como,it Serie A,24-322,2000,0.6,0,1,0,0.0,1.76,0.00,0.00,,34.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1320,Mattia Liberali,it ITA,MF,Milan,it Serie A,17-299,2007,0.7,0,2,0,0.0,2.95,0.00,0.00,,17.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1321,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28-203,1996,16.0,1,7,1,14.3,0.44,0.06,0.14,1.00,13.6,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
1322,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,25-171,1999,17.1,1,13,6,46.2,0.76,0.35,0.08,0.17,8.2,0,0,0,1.8,1.8,0.14,-0.8,-0.8,Matches
1323,Pedro Lima,br BRA,DF,Wolves,eng Premier League,18-213,2006,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1324,Victor Lindelöf,se SWE,"DF,MF",Manchester Utd,eng Premier League,30-197,1994,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1325,Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,24-336,2000,8.9,0,25,8,32.0,2.82,0.90,0.00,0.00,21.4,6,0,0,1.8,1.8,0.07,-1.8,-1.8,Matches
1326,Karol Linetty,pl POL,MF,Torino,it Serie A,29-363,1995,13.3,1,12,3,25.0,0.90,0.23,0.08,0.33,21.8,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
1327,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,es La Liga,25-038,1999,9.4,2,26,10,38.5,2.76,1.06,0.08,0.20,14.5,0,0,0,4.5,4.5,0.17,-2.5,-2.5,Matches
1328,Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,27-170,1997,4.8,1,4,1,25.0,0.83,0.21,0.25,1.00,14.2,0,0,0,0.5,0.5,0.12,+0.5,+0.5,Matches
1329,Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,it Serie A,23-271,2001,7.0,1,11,3,27.3,1.56,0.43,0.09,0.33,12.4,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Matches
1330,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,22-079,2002,17.6,0,2,0,0.0,0.11,0.00,0.00,,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1331,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,22-141,2002,0.6,0,1,0,0.0,1.58,0.00,0.00,,19.7,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
1332,Diego Llorente,es ESP,DF,Betis,es La Liga,31-167,1993,19.6,0,6,1,16.7,0.31,0.05,0.00,0.00,12.8,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
1333,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,30-000,1995,11.7,2,9,4,44.4,0.77,0.34,0.22,0.50,19.4,0,0,0,0.4,0.4,0.05,+1.6,+1.6,Matches
1334,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29-196,1995,19.0,2,8,2,25.0,0.42,0.11,0.25,1.00,11.7,0,0,0,1.0,1.0,0.13,+1.0,+1.0,Matches
1335,Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,28-296,1996,10.5,7,23,11,47.8,2.19,1.05,0.22,0.45,22.3,3,2,2,3.3,1.7,0.07,+3.7,+3.3,Matches
1336,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,30-066,1994,16.9,0,4,0,0.0,0.24,0.00,0.00,,23.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1337,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-022,1998,17.1,0,8,2,25.0,0.47,0.12,0.00,0.00,23.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
1338,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,29-007,1996,7.6,0,6,2,33.3,0.79,0.26,0.00,0.00,14.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
1339,Andy Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20-269,2004,0.3,0,1,0,0.0,3.33,0.00,0.00,,3.7,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
1340,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,24-064,2000,3.6,0,2,0,0.0,0.56,0.00,0.00,,20.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1341,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,27-092,1997,8.0,0,6,1,16.7,0.75,0.12,0.00,0.00,13.5,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
1342,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,27-102,1997,14.7,10,51,20,39.2,3.47,1.36,0.18,0.45,14.9,0,1,1,6.5,5.7,0.11,+3.5,+3.3,Matches
1343,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,34-121,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1344,David López,es ESP,DF,Girona,es La Liga,35-113,1989,19.4,1,10,3,30.0,0.52,0.15,0.10,0.33,16.1,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
1345,Diego López,es ESP,"MF,FW",Valencia,es La Liga,22-262,2002,17.1,3,20,6,30.0,1.17,0.35,0.15,0.50,14.3,0,0,0,2.3,2.3,0.11,+0.7,+0.7,Matches
1346,Fer López,,FW,Celta Vigo,es La Liga,,,0.5,0,1,0,0.0,1.87,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1347,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21-264,2003,5.4,2,14,5,35.7,2.59,0.93,0.14,0.40,18.4,0,0,0,2.7,2.7,0.19,-0.7,-0.7,Matches
1348,Javi López,es ESP,DF,Real Sociedad,es La Liga,22-311,2002,10.7,0,4,1,25.0,0.37,0.09,0.00,0.00,21.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1349,Pau López,es ESP,GK,Girona,es La Liga,30-048,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1350,Roberto López,es ESP,MF,Leganés,es La Liga,24-281,2000,4.2,0,5,0,0.0,1.20,0.00,0.00,,29.3,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
1351,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29-092,1995,11.3,3,14,7,50.0,1.23,0.62,0.21,0.43,19.4,1,0,0,1.3,1.3,0.09,+1.7,+1.7,Matches
1352,Iker Losada,es ESP,"MF,FW",Betis,es La Liga,23-182,2001,3.7,0,5,1,20.0,1.34,0.27,0.00,0.00,18.5,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
1353,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38-326,1986,11.9,0,3,0,0.0,0.25,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1354,Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,26-123,1998,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1355,Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21-271,2003,5.5,1,6,1,16.7,1.09,0.18,0.17,1.00,20.6,0,0,0,0.1,0.1,0.02,+0.9,+0.9,Matches
1356,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26-308,1998,15.2,1,29,7,24.1,1.91,0.46,0.03,0.14,21.4,2,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches
1357,Pol Lozano,es ESP,MF,Espanyol,es La Liga,25-116,1999,12.3,0,2,1,50.0,0.16,0.08,0.00,0.00,29.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1358,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,24-142,2000,15.7,8,32,13,40.6,2.04,0.83,0.25,0.62,14.6,0,0,0,3.4,3.4,0.11,+4.6,+4.6,Matches
1359,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26-218,1998,15.4,0,8,2,25.0,0.52,0.13,0.00,0.00,12.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1360,Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,21-143,2003,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1361,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29-250,1995,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1362,José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,35-025,1990,4.3,1,1,1,100.0,0.23,0.23,1.00,1.00,4.3,0,0,0,0.5,0.5,0.46,+0.5,+0.5,Matches
1363,Douglas Luiz,br BRA,MF,Juventus,it Serie A,26-266,1998,4.9,0,6,2,33.3,1.23,0.41,0.00,0.00,18.8,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
1364,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31-262,1993,17.0,9,32,12,37.5,1.88,0.71,0.19,0.50,14.1,0,3,4,9.0,5.8,0.19,0.0,+0.2,Matches
1365,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22-044,2002,8.1,0,1,0,0.0,0.12,0.00,0.00,,30.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1366,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,27-128,1997,19.1,9,56,26,46.4,2.93,1.36,0.14,0.31,19.5,1,1,1,6.5,5.7,0.10,+2.5,+2.3,Matches
1367,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,28-170,1996,15.7,0,9,0,0.0,0.57,0.00,0.00,,20.1,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
