Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
1305,Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,31-151,1993,15.2,613,582,26,9,6,4,10,9,0,0,0,0,493,5,7,Matches
1306,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29-227,1995,10.3,662,641,20,19,0,7,1,1,0,0,0,0,576,1,8,Matches
1307,Bernd Leno,de GER,GK,Fulham,eng Premier League,32-332,1992,23.0,862,717,144,52,0,0,0,0,0,0,0,0,706,1,1,Matches
1308,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,32-088,1992,17.0,592,423,167,68,0,3,0,1,0,0,0,0,349,2,0,Matches
1309,Giovanni Leoni,it ITA,DF,Parma,it Serie A,18-040,2006,3.1,117,111,6,5,0,1,0,1,0,0,0,0,102,0,1,Matches
1310,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,24-287,2000,6.1,136,131,3,0,1,1,6,1,0,0,0,0,100,2,5,Matches
1311,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,22-100,2002,12.7,415,408,7,1,0,0,11,3,1,1,0,0,323,0,20,Matches
1312,Jefferson Lerma,co COL,MF,Crystal Palace,eng Premier League,30-097,1994,13.4,608,575,28,10,3,3,5,18,0,0,0,0,464,5,11,Matches
1313,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,19-007,2006,0.9,36,35,1,0,0,0,3,1,0,0,0,0,30,0,0,Matches
1314,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,36-162,1988,17.6,339,326,9,1,1,6,3,0,0,0,0,0,250,4,15,Matches
1315,Jamie Leweling,de GER,"MF,FW",Stuttgart,de Bundesliga,23-339,2001,8.8,302,287,12,1,1,1,29,11,0,0,0,0,217,3,18,Matches
1316,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,20-070,2004,15.6,903,820,83,17,3,0,2,66,0,0,0,0,832,0,13,Matches
1317,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,23-343,2001,20.3,664,589,70,5,0,4,43,63,1,0,0,0,524,5,17,Matches
1318,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,18-126,2006,5.1,281,235,43,3,2,0,3,40,0,0,0,0,259,3,0,Matches
1319,Ben Lhassine Kone,ci CIV,MF,Como,it Serie A,24-322,2000,0.6,24,22,2,2,0,0,0,0,0,0,0,0,23,0,0,Matches
1320,Mattia Liberali,it ITA,MF,Milan,it Serie A,17-299,2007,0.7,31,31,0,0,0,0,2,0,0,0,0,0,24,0,2,Matches
1321,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28-203,1996,16.0,1255,1181,70,32,0,13,2,3,0,0,0,0,1099,4,7,Matches
1322,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,25-171,1999,17.1,1056,1032,22,15,0,5,3,0,0,0,0,0,961,2,8,Matches
1323,Pedro Lima,br BRA,DF,Wolves,eng Premier League,18-213,2006,0.6,26,20,6,0,0,0,5,6,0,0,0,0,19,0,1,Matches
1324,Victor Lindelöf,se SWE,"DF,MF",Manchester Utd,eng Premier League,30-197,1994,0.7,38,36,2,1,0,0,1,1,0,0,0,0,35,0,0,Matches
1325,Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,24-336,2000,8.9,290,248,39,10,1,0,59,4,25,12,8,2,193,3,12,Matches
1326,Karol Linetty,pl POL,MF,Torino,it Serie A,29-363,1995,13.3,472,452,19,13,1,2,4,0,2,2,0,0,399,1,8,Matches
1327,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,es La Liga,25-038,1999,9.4,476,454,22,1,1,2,20,19,2,0,0,0,384,0,23,Matches
1328,Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,27-170,1997,4.8,233,202,30,1,0,0,8,29,0,0,0,0,185,1,8,Matches
1329,Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,it Serie A,23-271,2001,7.0,111,109,2,0,0,2,14,0,0,0,0,0,58,0,11,Matches
1330,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,22-079,2002,17.6,941,772,166,10,0,0,30,155,1,0,0,0,787,3,16,Matches
1331,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,22-141,2002,0.6,24,24,0,0,0,0,4,0,0,0,0,0,20,0,0,Matches
1332,Diego Llorente,es ESP,DF,Betis,es La Liga,31-167,1993,19.6,1117,1072,44,39,0,10,1,4,0,0,0,0,965,1,2,Matches
1333,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,30-000,1995,11.7,677,596,79,3,0,1,32,76,0,0,0,0,568,2,19,Matches
1334,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29-196,1995,19.0,944,913,27,21,0,4,2,4,0,0,0,0,823,4,4,Matches
1335,Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,28-296,1996,10.5,620,515,105,49,8,6,71,6,48,24,17,0,478,0,15,Matches
1336,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,30-066,1994,16.9,1019,996,21,21,2,4,2,0,0,0,0,0,925,2,9,Matches
1337,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-022,1998,17.1,1324,1269,51,48,0,19,8,3,0,0,0,0,1178,4,5,Matches
1338,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,29-007,1996,7.6,283,280,3,3,1,1,5,0,0,0,0,0,251,0,2,Matches
1339,Andy Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20-269,2004,0.3,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1340,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,24-064,2000,3.6,226,219,7,2,0,1,8,0,5,2,1,1,184,0,7,Matches
1341,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,27-092,1997,8.0,313,309,3,1,2,3,5,0,1,0,0,1,264,1,11,Matches
1342,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,27-102,1997,14.7,564,503,59,4,2,1,61,5,50,21,16,0,417,2,25,Matches
1343,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,34-121,1990,4.0,131,89,42,16,0,0,0,0,0,0,0,0,68,0,0,Matches
1344,David López,es ESP,DF,Girona,es La Liga,35-113,1989,19.4,1527,1457,68,46,0,13,1,3,0,0,0,0,1397,2,4,Matches
1345,Diego López,es ESP,"MF,FW",Valencia,es La Liga,22-262,2002,17.1,546,514,31,0,3,2,53,29,0,0,0,0,380,1,37,Matches
1346,Fer López,,FW,Celta Vigo,es La Liga,,,0.5,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
1347,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21-264,2003,5.4,253,242,10,2,2,1,13,1,6,2,0,0,211,1,2,Matches
1348,Javi López,es ESP,DF,Real Sociedad,es La Liga,22-311,2002,10.7,520,394,125,10,0,6,22,115,0,0,0,0,415,1,10,Matches
1349,Pau López,es ESP,GK,Girona,es La Liga,30-048,1994,0.5,24,16,8,1,0,0,0,0,0,0,0,0,18,0,0,Matches
1350,Roberto López,es ESP,MF,Leganés,es La Liga,24-281,2000,4.2,197,168,25,11,0,3,22,1,11,6,3,0,147,4,5,Matches
1351,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29-092,1995,11.3,692,659,31,11,3,5,13,7,7,3,1,0,579,2,7,Matches
1352,Iker Losada,es ESP,"MF,FW",Betis,es La Liga,23-182,2001,3.7,142,141,1,1,2,1,4,0,0,0,0,0,107,0,6,Matches
1353,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38-326,1986,11.9,380,371,8,8,0,1,4,0,0,0,0,0,289,1,7,Matches
1354,Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,26-123,1998,0.4,21,19,2,0,0,0,2,2,0,0,0,0,17,0,0,Matches
1355,Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21-271,2003,5.5,296,246,49,10,0,0,24,38,1,0,0,0,241,1,7,Matches
1356,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26-308,1998,15.2,524,481,41,20,1,3,41,5,16,2,10,0,413,2,12,Matches
1357,Pol Lozano,es ESP,MF,Espanyol,es La Liga,25-116,1999,12.3,504,473,30,19,3,7,11,4,7,1,3,0,425,1,11,Matches
1358,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,24-142,2000,15.7,231,205,26,0,0,1,5,0,0,0,0,0,150,0,7,Matches
1359,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26-218,1998,15.4,1055,991,64,34,0,8,2,4,0,0,0,0,956,0,5,Matches
1360,Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,21-143,2003,1.4,166,158,7,2,0,0,0,1,0,0,0,0,152,1,1,Matches
1361,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29-250,1995,6.0,298,243,54,2,1,0,25,52,0,0,0,0,220,1,6,Matches
1362,José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,35-025,1990,4.3,219,208,10,6,0,0,0,3,0,0,0,0,188,1,0,Matches
1363,Douglas Luiz,br BRA,MF,Juventus,it Serie A,26-266,1998,4.9,375,343,31,10,0,3,22,4,17,5,11,0,326,1,1,Matches
1364,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31-262,1993,17.0,285,256,29,1,4,0,2,0,0,0,0,0,197,0,15,Matches
1365,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22-044,2002,8.1,582,551,30,10,0,7,2,18,0,0,0,0,505,1,6,Matches
1366,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,27-128,1997,19.1,594,542,50,9,3,6,71,3,38,30,6,0,444,2,17,Matches
1367,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,28-170,1996,15.7,801,757,43,24,1,3,25,1,17,7,6,0,708,1,14,Matches
1368,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,19-073,2005,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1369,Joe Lumley,eng ENG,GK,Southampton,eng Premier League,29-350,1995,3.0,151,128,22,7,0,0,0,0,0,0,0,0,106,1,0,Matches
1370,Daniel Luna,co COL,MF,Mallorca,es La Liga,21-268,2003,0.2,13,11,2,0,0,0,3,1,1,1,0,0,8,0,0,Matches
1371,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25-354,1999,3.0,106,82,24,5,0,1,0,0,0,0,0,0,87,0,1,Matches
1372,Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,32-127,1992,1.9,53,51,1,1,0,0,1,0,0,0,0,0,39,1,1,Matches
1373,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,28-146,1996,22.0,1037,986,48,35,0,0,5,6,0,0,0,0,877,3,9,Matches
1374,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22-327,2002,11.0,209,197,12,1,0,0,41,2,2,1,0,0,127,0,12,Matches
1375,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,31-100,1993,6.9,418,342,73,23,0,6,53,35,15,3,11,0,313,3,9,Matches
1376,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25-346,1999,16.0,733,699,31,26,2,2,4,1,0,0,0,0,610,3,7,Matches
1377,Mathias Løvik,no NOR,FW,Parma,it Serie A,21-055,2003,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1378,Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,19-116,2005,1.0,16,15,1,0,0,0,4,1,0,0,0,0,12,0,0,Matches
1379,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,22-326,2002,4.6,293,244,49,7,0,0,22,38,4,2,0,0,234,0,13,Matches
1380,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26-037,1998,17.4,953,913,37,14,4,3,21,7,16,7,4,0,822,3,18,Matches
1381,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,31-150,1993,9.4,429,354,74,4,0,0,29,65,5,3,0,0,353,1,6,Matches
1382,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,25-122,1999,10.9,340,281,57,0,0,0,13,49,0,0,0,0,220,2,13,Matches
1383,Darwin Machís,ve VEN,"FW,MF",Valladolid,es La Liga,31-358,1993,3.4,109,91,18,6,0,2,23,1,11,7,1,0,61,0,3,Matches
1384,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-121,1998,3.2,166,143,23,4,0,1,9,19,0,0,0,0,123,0,3,Matches
1385,James Maddison,eng ENG,MF,Tottenham,eng Premier League,28-068,1996,14.4,907,810,92,33,8,5,77,3,50,31,6,0,732,5,8,Matches
1386,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,23-360,2001,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
1387,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22-326,2002,15.3,452,432,16,0,1,4,43,15,1,0,0,0,352,4,10,Matches
1388,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27-202,1997,13.7,551,407,137,7,3,0,47,130,0,0,0,0,388,7,17,Matches
1389,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-042,1997,20.1,1258,1200,58,38,1,8,7,2,0,0,0,0,1133,0,5,Matches
1390,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,21-114,2003,8.6,486,476,7,7,3,5,5,0,0,0,0,0,412,3,8,Matches
1391,Edmond-Paris Maghoma,eng ENG,MF,Brentford,eng Premier League,23-267,2001,0.9,50,49,1,1,0,0,1,0,0,0,0,0,46,0,0,Matches
1392,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,29-118,1995,11.8,393,373,19,14,0,2,2,5,0,0,0,0,317,1,2,Matches
1393,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26-245,1998,15.0,620,582,34,26,0,3,6,5,0,0,0,0,519,4,11,Matches
1394,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,25-148,1999,4.6,78,69,8,0,1,0,2,1,0,0,0,0,53,1,3,Matches
1395,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31-331,1993,11.1,663,637,23,13,0,6,2,1,0,0,0,0,576,3,3,Matches
1396,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,24-201,2000,0.1,13,13,0,0,1,0,0,0,0,0,0,0,7,0,1,Matches
1397,Arne Maier,de GER,MF,Augsburg,de Bundesliga,26-022,1999,7.0,389,334,54,13,2,2,50,0,36,11,21,0,301,1,12,Matches
1398,Mike Maignan,fr FRA,GK,Milan,it Serie A,29-211,1995,21.0,857,717,138,38,0,1,0,0,0,0,0,0,747,2,0,Matches
1399,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-085,1994,19.0,926,906,18,17,0,0,3,1,0,0,0,0,793,2,5,Matches
1400,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19-286,2005,13.5,655,632,19,11,2,3,4,5,0,0,0,0,566,4,12,Matches
1401,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,27-154,1997,12.7,664,549,110,11,2,5,25,88,11,7,2,0,541,5,16,Matches
1402,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,25-075,1999,9.0,262,187,75,15,0,0,0,0,0,0,0,0,195,0,0,Matches
1403,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-013,1998,1.6,45,41,3,0,0,1,2,1,2,2,0,0,30,1,1,Matches
1404,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,23-180,2001,2.2,102,82,20,1,0,0,7,19,0,0,0,0,87,0,2,Matches
1405,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26-196,1998,13.0,664,640,22,22,2,1,5,0,0,0,0,0,592,2,5,Matches
1406,Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,33-066,1991,6.5,310,290,19,9,0,2,0,1,0,0,0,0,288,1,2,Matches
1407,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,25-166,1999,1.1,55,49,6,0,0,0,1,6,0,0,0,0,49,0,2,Matches
1408,Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18-204,2006,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1409,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23-244,2001,5.0,292,286,6,4,1,0,3,2,0,0,0,0,251,0,4,Matches
1410,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,23-111,2001,14.5,382,344,37,9,1,4,38,2,11,4,7,0,261,1,14,Matches
1411,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,26-161,1998,13.1,455,440,11,8,1,1,16,3,0,0,0,0,325,4,10,Matches
1412,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-021,1999,0.3,5,4,1,0,0,0,1,0,0,0,0,0,3,0,0,Matches
1413,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,26-021,1999,6.8,190,180,9,3,1,3,13,5,1,0,0,0,136,1,10,Matches
1414,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,31-271,1993,2.5,118,114,4,3,0,1,0,1,0,0,0,0,105,0,2,Matches
1415,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,25-114,1999,8.4,271,267,3,3,0,2,1,0,0,0,0,0,194,1,6,Matches
1416,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,19-061,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1417,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,24-123,2000,17.0,531,366,164,61,0,1,0,0,0,0,0,0,347,1,1,Matches
1418,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,26-157,1998,17.1,607,558,49,7,2,3,26,11,27,5,1,0,483,0,23,Matches
1419,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,25-033,1999,0.2,17,17,0,0,0,0,0,0,0,0,0,0,14,0,0,Matches
1420,Gianluca Mancini,it ITA,DF,Roma,it Serie A,28-288,1996,20.4,1194,1126,67,52,1,2,26,14,0,0,0,0,1020,1,15,Matches
1421,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39-308,1985,15.5,478,374,104,34,0,0,0,0,0,0,0,0,333,0,0,Matches
1422,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,31-009,1994,7.7,482,413,69,9,0,1,4,60,0,0,0,0,405,0,5,Matches
1423,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33-100,1991,12.4,761,670,90,22,0,13,6,63,0,0,0,0,677,1,3,Matches
1424,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27-215,1997,6.6,346,312,30,22,0,4,11,1,5,0,3,0,278,4,3,Matches
1425,Orel Mangala,be BEL,MF,Everton,eng Premier League,26-318,1998,14.0,490,485,4,3,0,1,6,0,0,0,0,0,437,1,10,Matches
1426,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26-318,1998,0.7,32,31,0,0,0,0,1,0,0,0,0,0,29,1,2,Matches
1427,Ryan Manning,ie IRL,DF,Southampton,eng Premier League,28-230,1996,8.5,399,317,76,20,0,2,41,39,17,14,0,0,321,6,12,Matches
1428,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30-270,1994,5.7,373,358,15,9,1,0,3,6,0,0,0,0,335,0,5,Matches
1429,Johan Manzambi,ch SUI,"MF,FW",Freiburg,de Bundesliga,19-108,2005,0.3,14,14,0,0,0,0,1,0,0,0,0,0,11,0,0,Matches
1430,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19-219,2005,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
1431,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22-184,2002,6.8,143,134,9,0,2,1,2,1,0,0,0,0,101,0,7,Matches
1432,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22-127,2002,0.5,20,19,1,1,0,0,0,0,0,0,0,0,12,0,1,Matches
1433,Marcão,br BRA,DF,Sevilla,es La Liga,28-239,1996,5.1,255,236,18,10,0,0,0,0,0,0,0,0,224,1,4,Matches
1434,Solly March,eng ENG,"MF,DF",Brighton,eng Premier League,30-194,1994,0.3,15,13,2,0,0,0,3,0,2,2,0,0,7,0,0,Matches
1435,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,23-020,2002,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
1436,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35-291,1989,11.5,676,521,153,12,2,2,35,141,0,0,0,0,528,2,15,Matches
1437,Alberto Marí,es ESP,FW,Valencia,es La Liga,23-203,2001,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
1438,Pablo Marí,es ESP,DF,Monza,it Serie A,31-152,1993,18.1,1112,1020,89,41,0,5,1,2,0,0,0,0,997,3,2,Matches
1439,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-010,1995,13.9,831,782,48,28,1,16,0,4,0,0,0,0,755,1,3,Matches
1440,Luca Marianucci,it ITA,"DF,MF",Empoli,it Serie A,20-191,2004,0.7,36,35,1,1,0,0,0,0,0,0,0,0,35,0,0,Matches
1441,Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29-259,1995,1.1,40,39,1,0,0,0,1,1,0,0,0,0,25,0,2,Matches
1442,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21-211,2003,1.2,52,51,0,0,1,0,1,0,0,0,0,0,34,1,1,Matches
1443,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28-252,1996,11.8,554,482,70,33,4,2,56,2,35,3,30,0,426,2,11,Matches
1444,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30-269,1994,10.0,604,585,17,15,2,2,1,1,0,0,0,0,529,2,3,Matches
1445,Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,22-212,2002,12.7,708,611,96,15,0,4,21,76,0,0,0,0,553,1,12,Matches
1446,Omar Marmoush,eg EGY,FW,Manchester City,eng Premier League,25-358,1999,0.8,13,12,1,1,0,0,2,0,0,0,0,0,11,0,0,Matches
1447,Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,25-358,1999,16.1,430,332,95,29,5,2,78,6,50,22,24,0,300,3,10,Matches
1448,Mario Maroto,es ESP,MF,Valladolid,es La Liga,21-063,2003,0.2,15,15,0,0,0,0,0,0,0,0,0,0,11,0,1,Matches
1449,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30-261,1994,11.3,1086,1059,26,14,2,4,1,10,0,0,0,0,1028,1,5,Matches
1450,Aarón Martín,es ESP,DF,Genoa,it Serie A,27-283,1997,20.2,963,699,260,52,0,1,165,147,61,32,27,0,698,4,19,Matches
1451,Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22-283,2002,7.8,190,184,6,2,2,0,11,4,0,0,0,0,124,0,14,Matches
1452,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-029,2002,4.7,299,255,44,4,1,0,10,40,0,0,0,0,246,0,9,Matches
1453,Iván Martín,es ESP,MF,Girona,es La Liga,25-351,1999,14.0,943,925,17,13,1,0,12,4,0,0,0,0,858,1,11,Matches
1454,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-029,2006,1.5,58,57,1,1,0,0,0,0,0,0,0,0,46,0,1,Matches
1455,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34-296,1990,5.1,273,263,9,6,0,1,3,3,0,0,0,0,240,1,6,Matches
1456,Mario Martín,es ESP,MF,Valladolid,es La Liga,20-331,2004,12.2,491,471,19,13,1,2,3,2,0,0,0,0,424,1,7,Matches
1457,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23-226,2001,15.2,424,413,9,0,3,2,54,6,3,3,0,0,294,2,24,Matches
1458,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,21-280,2003,15.9,1109,956,150,26,3,3,37,123,1,0,1,0,958,3,20,Matches
1459,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32-150,1992,22.5,856,690,160,56,0,2,0,0,0,0,0,0,691,6,0,Matches
1460,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33-258,1991,17.8,1640,1552,86,72,1,27,1,3,0,0,0,0,1496,2,9,Matches
1461,Javi Martínez,es ESP,MF,Osasuna,es La Liga,25-039,1999,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
1462,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27-161,1997,17.1,349,326,17,3,6,4,5,0,0,0,0,0,254,6,10,Matches
1463,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27-012,1998,18.6,1274,1217,54,15,5,3,9,16,0,0,0,0,1141,3,6,Matches
1464,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28-265,1996,3.9,255,243,11,7,0,3,0,4,0,0,0,0,226,1,1,Matches
1465,Toni Martínez,es ESP,FW,Alavés,es La Liga,27-214,1997,6.1,126,116,8,0,2,2,4,0,0,0,0,0,70,2,1,Matches
1466,Kevin Martins,it ITA,"MF,DF",Monza,it Serie A,19-365,2005,0.9,19,18,1,0,0,0,2,1,0,0,0,0,16,0,0,Matches
1467,Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25-269,1999,0.6,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
1468,Adam Marušić,me MNE,DF,Lazio,it Serie A,32-105,1992,12.8,642,533,109,14,0,2,29,95,0,0,0,0,541,0,9,Matches
1469,Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24-211,2000,6.0,259,209,50,11,0,0,22,39,0,0,0,0,194,0,9,Matches
1470,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,31-363,1993,11.9,501,494,5,5,0,7,1,0,0,0,0,0,433,2,4,Matches
1471,Adam Masina,ma MAR,DF,Torino,it Serie A,31-028,1994,16.0,962,913,47,18,1,7,13,23,0,0,0,0,810,2,3,Matches
1472,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-003,2001,3.3,120,119,1,1,0,0,9,0,0,0,0,0,91,0,8,Matches
1473,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,26-069,1998,7.4,320,305,12,9,1,2,0,0,0,0,0,0,263,3,4,Matches
1474,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23-207,2001,2.3,110,108,2,2,0,2,1,0,0,0,0,0,97,0,1,Matches
1475,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-084,1992,15.1,897,817,78,35,0,2,33,42,0,0,0,0,765,2,9,Matches
1476,Jaime Mata,es ESP,FW,Las Palmas,es La Liga,36-098,1988,4.5,107,104,3,0,0,0,9,0,0,0,0,0,74,0,5,Matches
1477,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21-305,2003,3.4,74,68,6,0,1,0,0,0,0,0,0,0,56,0,3,Matches
1478,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22-138,2002,13.7,743,729,12,5,0,3,7,6,0,0,0,0,648,2,16,Matches
1479,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,22-350,2002,0.8,41,39,2,1,0,0,0,1,0,0,0,0,35,0,0,Matches
