Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
1332,Diego Llorente,es ESP,DF,Betis,es La Liga,31-167,1993,20,20,1764,19.6,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,3,60,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
1333,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,30-000,1995,16,12,1050,11.7,2,2,4,2,0,0,0,1,0.4,0.4,2.7,3.1,39,48,85,0.17,0.17,0.34,0.17,0.34,0.04,0.23,0.26,0.04,0.26,Matches
1334,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29-196,1995,19,19,1709,19.0,2,1,3,2,0,0,3,0,1.0,1.0,0.8,1.9,12,78,7,0.11,0.05,0.16,0.11,0.16,0.06,0.04,0.10,0.06,0.10,Matches
1335,Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,28-296,1996,13,10,944,10.5,7,1,8,5,2,2,3,0,3.3,1.7,3.4,5.1,14,92,45,0.67,0.10,0.76,0.48,0.57,0.31,0.32,0.64,0.16,0.49,Matches
1336,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,30-066,1994,18,17,1523,16.9,0,1,1,0,0,0,3,0,0.2,0.2,0.9,1.1,17,66,23,0.00,0.06,0.06,0.00,0.06,0.01,0.05,0.07,0.01,0.07,Matches
1337,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-022,1998,20,19,1540,17.1,0,2,2,0,0,0,5,0,0.3,0.3,0.9,1.1,20,150,12,0.00,0.12,0.12,0.00,0.12,0.02,0.05,0.07,0.02,0.07,Matches
1338,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,29-007,1996,13,6,682,7.6,0,0,0,0,0,0,1,0,0.5,0.5,1.4,1.8,20,37,29,0.00,0.00,0.00,0.00,0.00,0.06,0.18,0.24,0.06,0.24,Matches
1339,Andy Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20-269,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.61,0.61,0.61,Matches
1340,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,24-064,2000,12,2,324,3.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,2,14,1,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Matches
1341,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,27-092,1997,18,8,721,8.0,0,0,0,0,0,0,2,0,0.6,0.6,0.2,0.8,4,38,20,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches
1342,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,27-102,1997,19,17,1323,14.7,10,5,15,9,1,1,3,0,6.5,5.7,4.0,9.7,73,40,171,0.68,0.34,1.02,0.61,0.95,0.44,0.27,0.71,0.39,0.66,Matches
1343,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,34-121,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1344,David López,es ESP,DF,Girona,es La Liga,35-113,1989,20,19,1747,19.4,1,0,1,1,0,0,3,0,0.7,0.7,0.0,0.7,12,85,2,0.05,0.00,0.05,0.05,0.05,0.03,0.00,0.04,0.03,0.04,Matches
1345,Diego López,es ESP,"MF,FW",Valencia,es La Liga,22-262,2002,21,19,1541,17.1,3,3,6,3,0,0,1,0,2.3,2.3,3.1,5.3,47,46,126,0.18,0.18,0.35,0.18,0.35,0.13,0.18,0.31,0.13,0.31,Matches
1346,Fer López,,FW,Celta Vigo,es La Liga,,,2,1,48,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
1347,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21-264,2003,13,5,486,5.4,2,2,4,2,0,0,2,0,2.7,2.7,1.2,3.8,13,28,44,0.37,0.37,0.74,0.37,0.74,0.49,0.22,0.71,0.49,0.71,Matches
1348,Javi López,es ESP,DF,Real Sociedad,es La Liga,22-311,2002,15,10,961,10.7,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,21,37,25,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
1349,Pau López,es ESP,GK,Girona,es La Liga,30-048,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1350,Roberto López,es ESP,MF,Leganés,es La Liga,24-281,2000,11,3,375,4.2,0,1,1,0,0,0,0,0,0.5,0.5,0.8,1.3,3,20,11,0.00,0.24,0.24,0.00,0.24,0.11,0.19,0.30,0.11,0.30,Matches
1351,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29-092,1995,18,14,1021,11.3,3,0,3,3,0,0,6,1,1.3,1.3,0.4,1.7,7,61,24,0.26,0.00,0.26,0.26,0.26,0.11,0.03,0.15,0.11,0.15,Matches
1352,Iker Losada,es ESP,"MF,FW",Betis,es La Liga,23-182,2001,10,3,336,3.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,9,14,16,0.00,0.00,0.00,0.00,0.00,0.13,0.08,0.21,0.13,0.21,Matches
1353,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38-326,1986,15,13,1068,11.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,2,39,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
1354,Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,26-123,1998,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1355,Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21-271,2003,12,5,497,5.5,1,0,1,1,0,0,1,0,0.1,0.1,0.7,0.9,12,21,24,0.18,0.00,0.18,0.18,0.18,0.03,0.14,0.16,0.03,0.16,Matches
1356,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26-308,1998,21,19,1367,15.2,1,3,4,1,0,0,2,0,1.7,1.7,2.0,3.8,37,66,49,0.07,0.20,0.26,0.07,0.26,0.11,0.13,0.25,0.11,0.25,Matches
1357,Pol Lozano,es ESP,MF,Espanyol,es La Liga,25-116,1999,16,14,1106,12.3,0,0,0,0,0,0,7,0,0.0,0.0,0.4,0.4,8,64,8,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1358,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,24-142,2000,21,16,1415,15.7,8,0,8,8,0,0,5,0,3.4,3.4,0.4,3.8,11,10,58,0.51,0.00,0.51,0.51,0.51,0.22,0.02,0.24,0.22,0.24,Matches
1359,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26-218,1998,17,15,1384,15.4,0,1,1,0,0,0,5,1,0.3,0.3,0.3,0.7,15,58,6,0.00,0.07,0.07,0.00,0.07,0.02,0.02,0.04,0.02,0.04,Matches
1360,Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,21-143,2003,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1361,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29-250,1995,8,7,540,6.0,0,1,1,0,0,0,1,0,0.0,0.0,1.1,1.1,13,20,47,0.00,0.17,0.17,0.00,0.17,0.00,0.18,0.18,0.00,0.18,Matches
1362,José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,35-025,1990,9,3,386,4.3,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,0,10,0,0.23,0.00,0.23,0.23,0.23,0.11,0.00,0.11,0.11,0.11,Matches
1363,Douglas Luiz,br BRA,MF,Juventus,it Serie A,26-266,1998,13,3,438,4.9,0,0,0,0,0,0,2,0,0.5,0.5,0.6,1.2,16,30,11,0.00,0.00,0.00,0.00,0.00,0.11,0.13,0.24,0.11,0.24,Matches
1364,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31-262,1993,20,19,1528,17.0,9,6,15,6,3,4,1,0,9.0,5.8,2.0,7.8,19,16,133,0.53,0.35,0.88,0.35,0.71,0.53,0.12,0.65,0.34,0.46,Matches
1365,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22-044,2002,9,9,732,8.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,30,2,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
1366,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,27-128,1997,21,20,1719,19.1,9,0,9,8,1,1,1,0,6.5,5.7,1.8,7.5,87,43,133,0.47,0.00,0.47,0.42,0.42,0.34,0.09,0.43,0.30,0.39,Matches
1367,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,28-170,1996,18,17,1410,15.7,0,2,2,0,0,0,9,0,0.7,0.7,2.1,2.7,28,57,12,0.00,0.13,0.13,0.00,0.13,0.04,0.13,0.18,0.04,0.18,Matches
1368,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,19-073,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1369,Joe Lumley,eng ENG,GK,Southampton,eng Premier League,29-350,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1370,Daniel Luna,co COL,MF,Mallorca,es La Liga,21-268,2003,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1371,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25-354,1999,3,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,0,0,0,0.00,0.33,0.33,0.00,0.33,0.00,0.31,0.31,0.00,0.31,Matches
1372,Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,32-127,1992,6,2,170,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1373,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,28-146,1996,22,22,1980,22.0,1,3,4,1,0,0,2,0,2.0,2.0,1.2,3.2,15,63,6,0.05,0.14,0.18,0.05,0.18,0.09,0.05,0.14,0.09,0.14,Matches
1374,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22-327,2002,16,12,994,11.0,1,1,2,1,0,0,2,0,1.2,1.2,1.6,2.8,41,23,81,0.09,0.09,0.18,0.09,0.18,0.11,0.14,0.26,0.11,0.26,Matches
1375,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,31-100,1993,10,7,618,6.9,0,3,3,0,0,0,1,0,0.0,0.0,0.8,0.8,7,36,16,0.00,0.44,0.44,0.00,0.44,0.01,0.11,0.12,0.01,0.12,Matches
1376,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25-346,1999,17,17,1442,16.0,0,0,0,0,0,0,5,0,0.4,0.4,0.5,0.9,6,53,19,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Matches
1377,Mathias Løvik,no NOR,FW,Parma,it Serie A,21-055,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.61,0.54,1.15,0.61,1.15,Matches
1378,Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,19-116,2005,5,0,91,1.0,1,1,2,1,0,0,0,0,0.3,0.3,0.2,0.4,2,1,9,0.99,0.99,1.98,0.99,1.98,0.28,0.15,0.43,0.28,0.43,Matches
1379,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,22-326,2002,17,3,411,4.6,0,1,1,0,0,0,2,0,0.2,0.2,1.4,1.6,10,17,37,0.00,0.22,0.22,0.00,0.22,0.04,0.30,0.34,0.04,0.34,Matches
1380,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26-037,1998,21,19,1570,17.4,1,3,4,1,0,0,5,0,1.7,1.7,3.4,5.1,22,117,49,0.06,0.17,0.23,0.06,0.23,0.10,0.20,0.29,0.10,0.29,Matches
1381,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,31-150,1993,15,8,842,9.4,1,0,1,1,0,0,2,1,1.7,1.7,0.8,2.5,25,21,35,0.11,0.00,0.11,0.11,0.11,0.18,0.09,0.27,0.18,0.27,Matches
1382,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,25-122,1999,18,12,982,10.9,7,1,8,6,1,1,1,0,3.2,2.5,0.8,3.3,13,31,56,0.64,0.09,0.73,0.55,0.64,0.30,0.07,0.37,0.23,0.30,Matches
1383,Darwin Machís,ve VEN,"FW,MF",Valladolid,es La Liga,31-358,1993,7,5,304,3.4,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.7,5,11,11,0.00,0.00,0.00,0.00,0.00,0.20,0.02,0.22,0.20,0.22,Matches
1384,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-121,1998,4,4,286,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,15,23,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.06,0.02,0.06,Matches
1385,James Maddison,eng ENG,MF,Tottenham,eng Premier League,28-068,1996,22,15,1300,14.4,8,4,12,8,0,0,4,0,4.9,4.9,2.7,7.6,34,118,69,0.55,0.28,0.83,0.55,0.83,0.34,0.18,0.53,0.34,0.53,Matches
1386,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,23-360,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1387,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22-326,2002,21,17,1373,15.3,7,3,10,7,0,0,3,0,7.5,7.5,3.1,10.6,102,48,164,0.46,0.20,0.66,0.46,0.66,0.49,0.20,0.69,0.49,0.69,Matches
1388,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27-202,1997,16,15,1230,13.7,0,1,1,0,0,0,2,0,0.2,0.2,3.1,3.3,20,37,59,0.00,0.07,0.07,0.00,0.07,0.02,0.22,0.24,0.02,0.24,Matches
1389,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-042,1997,21,21,1808,20.1,3,1,4,3,0,0,3,0,2.4,2.4,0.8,3.2,5,90,9,0.15,0.05,0.20,0.15,0.20,0.12,0.04,0.16,0.12,0.16,Matches
1390,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,21-114,2003,14,9,776,8.6,0,0,0,0,0,0,4,0,0.5,0.5,0.6,1.1,6,47,9,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches
1391,Edmond-Paris Maghoma,eng ENG,MF,Brentford,eng Premier League,23-267,2001,5,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,8,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1392,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,29-118,1995,17,11,1065,11.8,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.2,4,31,7,0.08,0.00,0.08,0.08,0.08,0.10,0.00,0.10,0.10,0.10,Matches
1393,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26-245,1998,18,15,1351,15.0,1,0,1,1,0,0,2,0,0.5,0.5,0.4,0.9,8,44,13,0.07,0.00,0.07,0.07,0.07,0.03,0.03,0.06,0.03,0.06,Matches
1394,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,25-148,1999,17,4,413,4.6,0,0,0,0,0,0,1,1,1.0,1.0,0.2,1.2,8,14,26,0.00,0.00,0.00,0.00,0.00,0.22,0.05,0.27,0.22,0.27,Matches
1395,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31-331,1993,16,11,998,11.1,0,0,0,0,0,0,6,0,0.5,0.5,0.2,0.7,4,32,1,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
1396,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,24-201,2000,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1397,Arne Maier,de GER,MF,Augsburg,de Bundesliga,26-022,1999,17,7,633,7.0,0,0,0,0,0,0,0,0,1.0,1.0,1.1,2.1,9,25,34,0.00,0.00,0.00,0.00,0.00,0.15,0.16,0.30,0.15,0.30,Matches
1398,Mike Maignan,fr FRA,GK,Milan,it Serie A,29-211,1995,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1399,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-085,1994,19,19,1710,19.0,1,0,1,1,0,0,3,0,0.6,0.6,0.3,0.9,13,65,8,0.05,0.00,0.05,0.05,0.05,0.03,0.01,0.05,0.03,0.05,Matches
1400,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19-286,2005,17,14,1216,13.5,0,0,0,0,0,0,5,0,0.5,0.5,1.3,1.8,18,49,31,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,Matches
1401,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,27-154,1997,19,12,1142,12.7,1,2,3,1,0,0,0,0,1.0,1.0,1.9,2.9,17,57,61,0.08,0.16,0.24,0.08,0.24,0.08,0.15,0.23,0.08,0.23,Matches
1402,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,25-075,1999,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1403,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-013,1998,4,2,145,1.6,2,0,2,1,1,1,1,0,1.1,0.4,0.0,0.4,2,2,6,1.24,0.00,1.24,0.62,0.62,0.71,0.01,0.72,0.22,0.23,Matches
1404,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,23-180,2001,10,1,197,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,3,12,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
1405,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26-196,1998,18,15,1170,13.0,0,1,1,0,0,0,2,1,0.3,0.3,0.4,0.7,4,55,10,0.00,0.08,0.08,0.00,0.08,0.02,0.03,0.05,0.02,0.05,Matches
1406,Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,33-066,1991,7,7,581,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,1,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1407,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,25-166,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1408,Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18-204,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1409,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23-244,2001,9,5,449,5.0,1,1,2,1,0,0,1,0,0.2,0.2,0.5,0.7,8,22,4,0.20,0.20,0.40,0.20,0.40,0.05,0.09,0.14,0.05,0.14,Matches
1410,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,23-111,2001,20,16,1306,14.5,3,0,3,3,0,0,5,0,4.8,4.8,0.9,5.7,41,34,66,0.21,0.00,0.21,0.21,0.21,0.33,0.06,0.39,0.33,0.39,Matches
1411,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,26-161,1998,18,13,1181,13.1,0,1,1,0,0,0,2,0,0.5,0.5,0.9,1.4,7,61,26,0.00,0.08,0.08,0.00,0.08,0.04,0.06,0.10,0.04,0.10,Matches
1412,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-021,1999,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
1413,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,26-021,1999,14,6,614,6.8,3,0,3,3,0,0,1,0,2.9,2.9,0.2,3.2,23,17,75,0.44,0.00,0.44,0.44,0.44,0.43,0.03,0.46,0.43,0.46,Matches
1414,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,31-271,1993,5,2,224,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.7,1,19,6,0.00,0.00,0.00,0.00,0.00,0.06,0.21,0.26,0.06,0.26,Matches
1415,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,25-114,1999,11,10,760,8.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,1,14,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
1416,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,19-061,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1417,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,24-123,2000,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1418,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,26-157,1998,21,18,1542,17.1,4,3,7,4,0,0,0,0,3.5,3.5,3.3,6.8,53,44,108,0.23,0.18,0.41,0.23,0.41,0.20,0.19,0.40,0.20,0.40,Matches
1419,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,25-033,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
1420,Gianluca Mancini,it ITA,DF,Roma,it Serie A,28-288,1996,22,21,1838,20.4,1,0,1,1,0,0,4,0,1.0,1.0,0.8,1.8,37,95,20,0.05,0.00,0.05,0.05,0.05,0.05,0.04,0.09,0.05,0.09,Matches
1421,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39-308,1985,16,16,1395,15.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
1422,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,31-009,1994,14,8,692,7.7,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,9,25,8,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
1423,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33-100,1991,15,13,1112,12.4,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,8,59,14,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
1424,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27-215,1997,13,7,596,6.6,0,0,0,0,0,0,4,0,0.5,0.5,1.1,1.6,5,29,9,0.00,0.00,0.00,0.00,0.00,0.07,0.17,0.24,0.07,0.24,Matches
1425,Orel Mangala,be BEL,MF,Everton,eng Premier League,26-318,1998,19,14,1261,14.0,1,0,1,1,0,0,2,0,1.1,1.1,0.6,1.8,6,34,19,0.07,0.00,0.07,0.07,0.07,0.08,0.05,0.13,0.08,0.13,Matches
1426,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26-318,1998,1,1,67,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches
1427,Ryan Manning,ie IRL,DF,Southampton,eng Premier League,28-230,1996,13,10,761,8.5,0,0,0,0,0,0,1,0,0.1,0.1,1.3,1.5,10,8,51,0.00,0.00,0.00,0.00,0.00,0.02,0.16,0.18,0.02,0.18,Matches
1428,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30-270,1994,10,7,515,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,24,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1429,Johan Manzambi,ch SUI,"MF,FW",Freiburg,de Bundesliga,19-108,2005,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1430,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19-219,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.94,0.94,0.94,Matches
1431,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22-184,2002,16,6,610,6.8,1,1,2,1,0,0,2,0,1.1,1.1,1.0,2.0,5,8,35,0.15,0.15,0.30,0.15,0.30,0.16,0.14,0.30,0.16,0.30,Matches
1432,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22-127,2002,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1433,Marcão,br BRA,DF,Sevilla,es La Liga,28-239,1996,10,5,458,5.1,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1434,Solly March,eng ENG,"MF,DF",Brighton,eng Premier League,30-194,1994,2,0,25,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23,Matches
