Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1217,Randal Kolo Muani,fr FRA,FW,Juventus,it Serie A,26-056,1998,0.9,18,0,1,7,10,1,18,4,1,25.0,3,75.0,9,61,14,1,0,0,1,2,10,5,Matches
1218,Randal Kolo Muani,fr FRA,FW,Paris S-G,fr Ligue 1,26-056,1998,4.0,132,5,9,41,83,31,131,14,7,50.0,7,50.0,78,370,149,8,4,5,11,10,104,35,Matches
1219,Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,28-065,1996,5.8,312,34,162,129,22,4,312,0,0,,0,,133,550,299,2,4,1,1,0,194,5,Matches
1220,Mert Kömür,de GER,MF,Augsburg,de Bundesliga,19-197,2005,2.3,104,1,16,54,35,6,104,5,3,60.0,2,40.0,67,335,137,5,3,2,9,5,76,20,Matches
1221,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25-250,1999,14.5,1167,117,472,612,87,13,1167,2,1,50.0,1,50.0,701,3312,1946,16,8,0,4,1,832,1,Matches
1222,Ismael Konate,ci CIV,"FW,DF",Empoli,it Serie A,18-307,2006,0.1,5,0,0,1,4,1,5,1,1,100.0,0,0.0,3,7,4,0,0,0,0,0,5,0,Matches
1223,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,31-350,1993,12.2,1027,80,350,591,88,5,1027,10,6,60.0,3,30.0,653,3011,1528,7,16,0,7,6,792,2,Matches
1224,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,19-283,2005,1.3,79,10,36,36,7,0,79,2,1,50.0,1,50.0,35,134,23,0,0,0,5,1,38,0,Matches
1225,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,19-261,2005,5.9,344,19,90,222,40,1,344,11,9,81.8,1,9.1,221,1493,720,11,5,0,9,5,241,5,Matches
1226,Ismaël Koné,ca CAN,"MF,FW",Marseille,fr Ligue 1,22-238,2002,4.0,221,6,43,115,65,5,221,8,2,25.0,6,75.0,131,659,237,2,5,2,4,6,170,10,Matches
1227,Manu Koné,fr FRA,MF,Roma,it Serie A,23-258,2001,16.4,893,15,132,551,224,23,893,37,11,29.7,15,40.5,568,3449,1683,39,34,8,33,21,689,23,Matches
1228,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,27-099,1997,20.1,1176,128,546,547,89,15,1176,13,7,53.8,5,38.5,681,3492,1705,14,8,2,11,5,810,11,Matches
1229,Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,26-337,1998,15.3,818,26,123,387,313,36,818,16,8,50.0,8,50.0,430,2138,1022,26,23,4,30,13,562,78,Matches
1230,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,24-026,2001,8.0,531,31,187,288,57,10,531,6,2,33.3,4,66.7,331,1629,877,11,5,4,8,3,362,9,Matches
1231,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,27-055,1997,6.8,282,9,27,125,131,34,282,20,7,35.0,11,55.0,149,708,284,7,6,3,17,13,202,46,Matches
1232,Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,25-149,1999,6.6,354,27,120,137,99,8,354,13,7,53.8,6,46.2,149,725,317,10,8,2,12,1,167,35,Matches
1233,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,21-063,2003,15.1,1080,160,492,524,67,21,1080,7,4,57.1,3,42.9,596,3005,1607,12,11,0,10,2,690,5,Matches
1234,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,18-360,2006,0.1,9,0,3,5,1,0,9,0,0,,0,,4,12,2,0,0,0,0,1,8,0,Matches
1235,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,26-079,1998,18.7,1518,57,407,699,421,58,1518,38,15,39.5,22,57.9,753,2924,1567,32,24,6,29,10,964,139,Matches
1236,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,27-290,1997,2.4,101,18,54,45,2,2,101,0,0,,0,,42,203,59,0,0,0,0,0,50,0,Matches
1237,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,30-269,1994,16.2,1401,31,191,780,447,14,1401,30,17,56.7,9,30.0,937,5450,2593,41,50,2,13,18,1140,14,Matches
1238,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,24-258,2000,2.0,63,52,63,0,0,0,63,0,0,,0,,41,183,75,0,0,0,0,0,34,0,Matches
1239,Mateusz Kowalski,pl POL,MF,Parma,it Serie A,19-193,2005,0.6,18,1,2,10,6,2,18,0,0,,0,,9,31,10,0,0,0,2,2,14,2,Matches
1240,Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,24-350,2000,2.5,87,2,4,38,45,14,87,9,3,33.3,6,66.7,57,286,158,6,4,3,6,1,62,19,Matches
1241,Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18-199,2006,0.1,11,1,4,2,5,0,11,0,0,,0,,4,46,36,1,1,0,0,2,3,0,Matches
1242,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,30-181,1994,2.7,100,23,64,30,6,3,100,0,0,,0,,49,167,35,0,1,0,2,1,51,0,Matches
1243,Alex Král,cz CZE,MF,Espanyol,es La Liga,26-256,1998,20.4,803,48,186,459,173,35,803,35,19,54.3,13,37.1,427,2809,1398,32,20,5,36,21,485,52,Matches
1244,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33-225,1991,17.0,861,6,80,400,387,72,859,22,9,40.9,11,50.0,516,2931,1491,45,29,13,29,22,646,120,Matches
1245,Frans Krätzig,de GER,"FW,DF",Heidenheim,de Bundesliga,22-016,2003,3.5,168,5,36,69,64,9,168,8,5,62.5,3,37.5,92,375,136,6,4,2,7,1,112,18,Matches
1246,Frans Krätzig,de GER,DF,Stuttgart,de Bundesliga,22-016,2003,0.6,48,4,12,22,14,0,48,0,0,,0,,30,85,39,0,0,0,1,0,33,2,Matches
1247,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,25-285,1999,11.1,1079,97,499,538,49,7,1079,3,0,0.0,2,66.7,685,3905,2334,18,9,1,8,2,844,4,Matches
1248,Rasmus Kristensen,dk DEN,"DF,FW",Eint Frankfurt,de Bundesliga,27-203,1997,15.1,1034,71,328,452,264,33,1034,24,14,58.3,8,33.3,608,2857,1635,40,27,5,19,6,655,80,Matches
1249,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,23-013,2002,9.1,576,59,270,282,27,4,576,2,2,100.0,0,0.0,326,1700,951,8,4,0,5,3,363,4,Matches
1250,Nikola Krstović,me MNE,FW,Lecce,it Serie A,24-300,2000,19.9,629,22,47,289,301,89,627,44,13,29.5,29,65.9,338,1542,627,21,12,13,45,24,446,85,Matches
1251,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,32-153,1992,16.6,978,56,299,513,173,18,978,7,0,0.0,5,71.4,387,1776,785,16,11,2,10,5,526,38,Matches
1252,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,23-240,2001,15.4,774,6,78,301,410,70,774,94,42,44.7,43,45.7,515,3865,2277,86,35,37,48,30,568,135,Matches
1253,Mohammed Kudus,gh GHA,"MF,FW",West Ham,eng Premier League,24-181,2000,16.4,736,8,96,302,359,79,736,123,57,46.3,53,43.1,482,3152,1494,61,34,30,42,54,573,139,Matches
1254,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,24-280,2000,20.7,1025,18,106,339,602,128,1025,93,31,33.3,54,58.1,658,5175,2802,104,60,32,59,58,722,178,Matches
1255,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,19-310,2005,3.6,220,8,55,92,73,7,220,7,3,42.9,4,57.1,103,460,283,10,4,3,4,6,141,31,Matches
1256,Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,24-357,2000,17.2,971,159,584,363,27,9,971,5,1,20.0,2,40.0,539,2784,1641,9,7,0,9,1,613,1,Matches
1257,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,32-015,1993,6.3,317,16,102,156,60,4,317,3,2,66.7,1,33.3,140,628,317,4,3,0,5,2,199,9,Matches
1258,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,23-353,2001,13.1,659,2,55,275,342,74,658,72,19,26.4,42,58.3,405,3292,1912,74,51,37,25,21,471,89,Matches
1259,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,23-353,2001,0.9,60,1,3,21,38,8,60,7,2,28.6,5,71.4,37,313,171,4,9,2,4,5,54,15,Matches
1260,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,de Bundesliga,26-277,1998,1.9,104,1,12,48,45,3,104,7,6,85.7,1,14.3,63,303,128,4,1,1,6,2,77,16,Matches
1261,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,28-360,1996,18.3,996,57,276,393,341,21,996,34,14,41.2,11,32.4,468,2847,1509,42,27,7,20,11,522,84,Matches
1262,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,26-252,1998,0.0,8,0,0,8,0,0,8,1,0,0.0,1,100.0,5,28,24,0,0,0,0,0,4,0,Matches
1263,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,21-333,2003,7.1,275,3,37,92,151,31,275,26,12,46.2,13,50.0,163,911,355,17,7,9,32,7,198,71,Matches
1264,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30-272,1994,7.9,297,13,35,148,120,46,295,13,5,38.5,7,53.8,137,682,368,13,6,8,19,7,198,61,Matches
1265,Nediljko Labrović,hr CRO,GK,Augsburg,de Bundesliga,25-112,1999,15.0,546,451,537,9,0,0,546,0,0,,0,,306,1571,923,0,0,0,0,0,238,0,Matches
1266,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33-247,1991,13.1,451,6,20,155,280,93,449,23,9,39.1,12,52.2,251,890,323,13,6,6,31,12,362,104,Matches
1267,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24-299,2000,20.0,1181,197,710,431,47,21,1181,11,8,72.7,1,9.1,648,3066,1449,7,4,0,14,2,706,2,Matches
1268,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,26-007,1999,12.0,408,334,401,7,0,0,408,0,0,,0,,228,1065,545,0,0,0,0,0,212,0,Matches
1269,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20-311,2004,1.5,152,16,87,64,2,0,152,2,1,50.0,1,50.0,79,381,208,0,0,0,2,1,127,0,Matches
1270,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27-248,1997,7.4,545,13,81,265,200,27,545,10,3,30.0,7,70.0,316,1636,995,33,25,6,12,9,401,47,Matches
1271,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,32-156,1992,4.7,318,23,105,146,68,1,318,6,4,66.7,2,33.3,181,963,474,10,8,0,2,4,190,15,Matches
1272,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,33-119,1991,15.8,1079,59,355,501,228,4,1077,14,9,64.3,4,28.6,537,3284,1741,34,20,0,14,10,645,37,Matches
1273,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36-265,1988,3.7,298,18,85,145,69,6,298,12,5,41.7,5,41.7,170,798,350,5,7,0,9,6,234,10,Matches
1274,Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,it Serie A,19-021,2006,0.4,12,1,7,2,3,2,12,1,1,100.0,0,0.0,9,43,9,1,1,1,1,5,8,3,Matches
1275,Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26-240,1998,3.4,98,4,8,46,44,17,98,4,2,50.0,2,50.0,59,272,107,4,4,3,13,5,70,20,Matches
1276,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,24-122,2000,4.8,277,14,69,125,85,5,277,17,6,35.3,10,58.8,157,1199,579,17,8,1,6,3,156,27,Matches
1277,Will Lankshear,eng ENG,"FW,MF",Tottenham,eng Premier League,19-285,2005,0.1,3,0,0,2,1,0,3,0,0,,0,,3,3,0,0,0,0,2,0,3,1,Matches
1278,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,34-358,1990,3.4,96,1,6,32,58,22,96,2,2,100.0,0,0.0,43,229,112,7,2,5,6,1,71,16,Matches
1279,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29-288,1995,12.4,343,10,34,157,156,46,342,16,2,12.5,12,75.0,189,937,321,10,10,5,37,37,267,58,Matches
1280,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,fr Ligue 1,27-342,1997,19.0,780,654,774,7,0,0,780,0,0,,0,,443,2040,1264,0,0,0,0,0,392,0,Matches
1281,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20-217,2004,14.5,762,48,228,406,135,12,762,9,5,55.6,4,44.4,403,1583,714,10,12,1,11,6,508,12,Matches
1282,Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,23-313,2001,6.0,154,11,15,74,67,25,154,6,3,50.0,2,33.3,64,234,55,1,2,0,12,13,120,19,Matches
1283,Toni Lato,es ESP,DF,Mallorca,es La Liga,27-070,1997,2.9,187,8,48,64,75,3,187,3,0,0.0,3,100.0,78,430,206,7,5,1,3,1,90,18,Matches
1284,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,21-024,2004,5.9,336,12,86,201,53,1,336,12,7,58.3,5,41.7,199,919,395,3,8,0,1,6,241,6,Matches
1285,Valentino Lazaro,at AUT,"DF,MF",Torino,it Serie A,28-312,1996,16.1,947,39,178,408,368,19,947,26,10,38.5,14,53.8,497,2066,1021,26,23,5,22,8,595,88,Matches
1286,Darko Lazović,rs SRB,"FW,DF",Hellas Verona,it Serie A,34-137,1990,14.8,596,46,132,221,249,25,595,22,7,31.8,13,59.1,288,1595,741,21,13,7,9,6,350,82,Matches
1287,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,31-062,1993,10.6,638,15,114,291,240,8,638,15,8,53.3,5,33.3,375,2396,1405,48,44,2,20,3,420,74,Matches
1288,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,27-180,1997,8.8,543,75,302,228,17,10,543,3,1,33.3,1,33.3,285,1607,745,4,3,0,1,3,347,1,Matches
1289,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,26-284,1998,1.1,23,0,0,9,14,3,23,1,0,0.0,1,100.0,13,64,27,1,0,1,1,1,19,7,Matches
1290,Enzo Le Fée,fr FRA,MF,Roma,it Serie A,24-362,2000,3.5,297,6,46,189,66,6,297,8,4,50.0,2,25.0,204,1198,684,15,12,1,4,4,221,3,Matches
1291,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,28-080,1996,10.3,690,72,332,340,18,4,690,1,1,100.0,0,0.0,446,2029,1076,6,1,0,4,2,516,3,Matches
1292,Nicola Leali,it ITA,GK,Genoa,it Serie A,31-348,1993,15.0,531,471,523,8,0,0,531,0,0,,0,,280,1378,884,0,0,0,0,0,245,0,Matches
1293,Rafael Leão,pt POR,FW,Milan,it Serie A,25-234,1999,15.0,668,0,32,264,390,91,668,83,40,48.2,36,43.4,468,3402,1820,73,44,43,24,18,551,150,Matches
1294,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,33-279,1991,16.0,659,500,649,11,0,0,659,0,0,,0,,364,2292,1451,0,0,0,0,0,335,0,Matches
1295,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31-250,1993,3.9,301,8,64,186,57,10,301,8,3,37.5,4,50.0,167,1054,574,11,9,1,6,3,215,9,Matches
1296,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,31-174,1993,19.0,1237,158,736,446,61,10,1237,10,4,40.0,4,40.0,684,3462,2182,1,2,0,8,1,812,9,Matches
1297,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,26-007,1999,16.6,1148,105,473,544,142,24,1148,11,7,63.6,3,27.3,546,2355,1245,15,14,0,12,3,633,11,Matches
1298,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26-257,1998,6.6,412,59,194,191,27,10,412,1,0,0.0,0,0.0,147,661,281,4,5,0,4,3,209,4,Matches
1299,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33-255,1991,20.9,1266,180,704,509,58,20,1266,4,3,75.0,1,25.0,677,3591,2253,17,6,1,9,2,780,5,Matches
1300,Stefan Lekovic,rs SRB,DF,Monza,it Serie A,21-021,2004,0.2,12,0,6,4,2,0,12,0,0,,0,,4,9,0,0,0,0,0,0,5,0,Matches
1301,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,31-271,1993,4.1,260,16,79,114,68,1,260,3,1,33.3,2,66.7,125,531,265,7,4,0,1,1,141,11,Matches
1302,Nunzio Lella,it ITA,MF,Venezia,it Serie A,24-186,2000,0.1,1,0,0,1,0,0,1,0,0,,0,,2,2,0,0,0,0,0,0,3,0,Matches
1303,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,29-079,1995,0.1,8,0,1,6,1,0,8,1,0,0.0,1,100.0,6,25,7,0,0,0,0,0,7,0,Matches
1304,Félix Lemaréchal,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,21-176,2003,6.7,282,3,55,146,82,13,282,18,7,38.9,9,50.0,127,675,330,10,5,3,17,8,166,25,Matches
1305,Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,31-151,1993,15.2,809,92,324,378,119,18,809,16,10,62.5,4,25.0,382,2068,1038,8,12,2,21,11,482,21,Matches
1306,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29-227,1995,10.3,764,87,371,366,30,9,764,1,1,100.0,0,0.0,506,2873,1845,10,10,0,3,0,564,0,Matches
1307,Bernd Leno,de GER,GK,Fulham,eng Premier League,32-332,1992,23.0,902,708,896,6,0,0,902,0,0,,0,,604,2225,1247,0,0,0,0,0,538,0,Matches
1308,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,32-088,1992,17.0,643,529,640,2,1,0,643,1,1,100.0,0,0.0,371,2078,1276,0,0,0,0,0,260,0,Matches
1309,Giovanni Leoni,it ITA,DF,Parma,it Serie A,18-040,2006,3.1,143,12,73,72,0,0,143,0,0,,0,,87,378,173,0,0,0,4,1,93,0,Matches
1310,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,24-287,2000,6.1,184,5,19,103,63,14,184,6,1,16.7,4,66.7,93,522,260,12,5,2,8,3,135,24,Matches
1311,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,22-100,2002,12.7,551,15,93,304,157,19,551,18,11,61.1,6,33.3,270,1387,640,17,14,2,16,14,333,44,Matches
1312,Jefferson Lerma,co COL,MF,Crystal Palace,eng Premier League,30-097,1994,13.4,748,50,210,412,134,18,748,8,4,50.0,3,37.5,350,1316,610,7,6,0,6,11,441,22,Matches
1313,Louis Leroux,fr FRA,"MF,DF",Nantes,fr Ligue 1,19-007,2006,0.9,49,1,11,29,13,1,49,1,0,0.0,1,100.0,26,188,102,2,2,1,2,0,22,2,Matches
1314,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,36-162,1988,17.6,537,24,44,216,284,103,534,22,15,68.2,7,31.8,302,1179,400,18,9,10,47,29,425,100,Matches
1315,Jamie Leweling,de GER,"MF,FW",Stuttgart,de Bundesliga,23-339,2001,8.8,405,7,44,161,211,35,405,50,28,56.0,20,40.0,280,2348,1167,35,20,12,17,19,315,86,Matches
1316,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,20-070,2004,15.6,1029,37,186,520,331,41,1029,14,6,42.9,8,57.1,607,3060,1637,32,26,8,17,16,745,57,Matches
1317,Keane Lewis-Potter,eng ENG,"DF,FW",Brentford,eng Premier League,23-343,2001,20.3,869,63,252,316,310,49,869,62,20,32.3,35,56.5,473,3604,1878,61,39,25,31,14,537,101,Matches
1318,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,18-126,2006,5.1,332,8,57,184,97,6,332,11,6,54.5,3,27.3,182,772,433,9,4,1,2,3,220,14,Matches
1319,Ben Lhassine Kone,ci CIV,MF,Como,it Serie A,24-322,2000,0.6,35,2,8,22,6,0,35,1,1,100.0,0,0.0,25,115,17,0,0,0,5,5,23,1,Matches
1320,Mattia Liberali,it ITA,MF,Milan,it Serie A,17-299,2007,0.7,38,0,1,21,16,2,38,1,0,0.0,0,0.0,30,121,71,1,0,0,1,2,30,4,Matches
1321,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,28-203,1996,16.0,1391,143,719,629,47,11,1391,8,3,37.5,4,50.0,808,5091,2767,24,11,0,5,1,991,4,Matches
1322,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,25-171,1999,17.1,1200,129,617,553,34,20,1200,2,1,50.0,1,50.0,832,3566,1601,4,1,0,3,2,894,4,Matches
1323,Pedro Lima,br BRA,DF,Wolves,eng Premier League,18-213,2006,0.6,33,0,6,6,21,2,33,1,0,0.0,1,100.0,13,74,47,3,2,1,1,0,20,8,Matches
1324,Victor Lindelöf,se SWE,"DF,MF",Manchester Utd,eng Premier League,30-197,1994,0.7,51,6,26,19,6,2,51,0,0,,0,,19,121,73,0,0,0,0,0,29,1,Matches
1325,Jesper Lindstrøm,dk DEN,FW,Everton,eng Premier League,24-336,2000,8.9,427,12,83,131,222,26,427,31,7,22.6,20,64.5,200,1161,598,24,13,6,21,16,235,54,Matches
1326,Karol Linetty,pl POL,MF,Torino,it Serie A,29-363,1995,13.3,602,36,146,363,102,9,602,17,4,23.5,11,64.7,335,1678,738,13,16,2,13,7,381,14,Matches
1327,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,es La Liga,25-038,1999,9.4,583,10,103,243,245,45,583,30,13,43.3,15,50.0,384,2355,1333,37,30,16,14,11,432,102,Matches
1328,Pol Lirola,es ESP,DF,Marseille,fr Ligue 1,27-170,1997,4.8,275,12,73,126,77,9,275,2,1,50.0,1,50.0,135,622,294,7,3,3,4,3,175,28,Matches
1329,Dailon Livramento,cv CPV,"FW,MF",Hellas Verona,it Serie A,23-271,2001,7.0,191,6,17,71,108,21,191,17,5,29.4,10,58.8,104,765,373,16,6,6,14,9,125,36,Matches
1330,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,22-079,2002,17.6,1126,75,385,504,257,13,1126,31,14,45.2,12,38.7,600,3487,1727,42,25,5,13,25,627,59,Matches
1331,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,22-141,2002,0.6,29,2,6,9,14,0,29,0,0,,0,,17,160,69,3,2,0,1,2,19,8,Matches
1332,Diego Llorente,es ESP,DF,Betis,es La Liga,31-167,1993,19.6,1331,170,711,595,30,14,1331,8,6,75.0,1,12.5,783,3656,2063,3,4,1,6,2,860,3,Matches
1333,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,30-000,1995,11.7,779,32,218,338,231,25,779,14,6,42.9,6,42.9,468,2269,1290,39,23,6,13,3,533,85,Matches
1334,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29-196,1995,19.0,1178,157,619,524,44,18,1178,6,4,66.7,2,33.3,635,2767,1544,12,6,0,9,3,770,7,Matches
1335,Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,28-296,1996,10.5,761,5,65,371,333,35,759,38,14,36.8,18,47.4,436,2054,865,14,19,5,28,22,529,45,Matches
1336,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,30-066,1994,16.9,1140,54,291,671,192,7,1140,10,7,70.0,3,30.0,655,3214,1315,17,16,1,8,7,836,23,Matches
1337,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-022,1998,17.1,1471,81,386,931,163,7,1471,8,4,50.0,3,37.5,874,4276,2260,20,22,0,8,2,1118,12,Matches
1338,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,29-007,1996,7.6,348,9,44,202,108,21,348,13,7,53.8,4,30.8,207,1346,781,20,13,8,11,5,282,29,Matches
1339,Andy Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20-269,2004,0.3,6,0,1,3,2,2,6,0,0,,0,,5,41,7,0,1,0,0,3,4,2,Matches
1340,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,24-064,2000,3.6,271,9,46,191,34,3,271,6,2,33.3,3,50.0,152,526,230,2,3,0,7,9,198,1,Matches
1341,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,27-092,1997,8.0,385,19,98,176,114,21,385,6,2,33.3,3,50.0,222,1080,408,4,10,2,7,7,276,20,Matches
1342,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,27-102,1997,14.7,758,1,40,260,468,105,757,57,22,38.6,34,59.6,493,2902,1634,73,45,39,40,31,585,171,Matches
1343,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,34-121,1990,4.0,141,117,141,0,0,0,141,0,0,,0,,85,462,294,0,0,0,1,0,62,0,Matches
1344,David López,es ESP,DF,Girona,es La Liga,35-113,1989,19.4,1686,214,829,809,53,12,1686,9,6,66.7,2,22.2,1008,5709,3270,12,13,0,9,6,1256,2,Matches
1345,Diego López,es ESP,"MF,FW",Valencia,es La Liga,22-262,2002,17.1,704,3,62,261,390,53,704,50,15,30.0,32,64.0,380,2383,1204,47,25,14,33,12,482,126,Matches
1346,Fer López,,FW,Celta Vigo,es La Liga,,,0.5,24,0,2,12,11,0,24,1,1,100.0,0,0.0,17,107,45,1,0,0,4,1,16,1,Matches
1347,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21-264,2003,5.4,317,3,27,155,139,17,317,18,7,38.9,9,50.0,182,1021,463,13,8,2,12,2,238,44,Matches
1348,Javi López,es ESP,DF,Real Sociedad,es La Liga,22-311,2002,10.7,628,27,190,295,149,6,628,20,8,40.0,10,50.0,283,1630,699,21,15,4,17,10,332,25,Matches
1349,Pau López,es ESP,GK,Girona,es La Liga,30-048,1994,0.5,26,20,26,0,0,0,26,0,0,,0,,17,62,31,0,0,0,0,0,13,0,Matches
1350,Roberto López,es ESP,MF,Leganés,es La Liga,24-281,2000,4.2,227,5,42,120,67,1,227,4,2,50.0,2,50.0,114,506,238,3,3,0,4,5,134,11,Matches
1351,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29-092,1995,11.3,795,29,201,452,150,12,795,10,7,70.0,1,10.0,451,1865,710,7,11,1,15,8,575,24,Matches
1352,Iker Losada,es ESP,"MF,FW",Betis,es La Liga,23-182,2001,3.7,180,1,30,73,80,6,180,6,2,33.3,4,66.7,101,569,294,9,6,1,6,5,130,16,Matches
1353,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38-326,1986,11.9,496,33,137,279,84,2,496,5,1,20.0,4,80.0,205,718,279,2,3,1,10,7,259,11,Matches
1354,Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,26-123,1998,0.4,24,2,3,15,6,0,24,3,1,33.3,2,66.7,19,144,110,4,0,0,0,1,17,2,Matches
1355,Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21-271,2003,5.5,381,19,115,166,102,13,381,9,3,33.3,5,55.6,155,703,394,12,6,2,10,5,209,24,Matches
1356,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26-308,1998,15.2,719,23,134,368,231,27,719,36,15,41.7,19,52.8,397,2589,1127,37,26,5,32,18,449,49,Matches
