Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1331,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,22-141,2002,0.6,3,4.74,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1332,Diego Llorente,es ESP,DF,Betis,es La Liga,31-167,1993,19.6,12,0.61,9,0,0,1,1,1,2,0.10,1,0,0,0,0,1,Matches
1333,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,es La Liga,30-000,1995,11.7,26,2.23,23,1,1,1,0,0,4,0.34,4,0,0,0,0,0,Matches
1334,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,29-196,1995,19.0,13,0.68,11,0,0,2,0,0,2,0.11,1,0,0,1,0,0,Matches
1335,Giovani Lo Celso,ar ARG,"MF,FW",Betis,es La Liga,28-296,1996,10.5,60,5.71,42,15,0,0,3,0,5,0.48,5,0,0,0,0,0,Matches
1336,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,30-066,1994,16.9,32,1.89,27,3,0,1,0,1,5,0.30,4,1,0,0,0,0,Matches
1337,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-022,1998,17.1,49,2.86,44,2,0,0,1,2,7,0.41,5,1,0,0,0,1,Matches
1338,Ruben Loftus-Cheek,eng ENG,MF,Milan,it Serie A,29-007,1996,7.6,27,3.57,21,0,2,1,3,0,2,0.26,1,0,0,0,1,0,Matches
1339,Andy Logbo,fr FRA,FW,Le Havre,fr Ligue 1,20-269,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1340,Enzo Loiodice,fr FRA,MF,Las Palmas,es La Liga,24-064,2000,3.6,7,1.94,3,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1341,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,27-092,1997,8.0,14,1.75,12,0,1,1,0,0,2,0.25,1,0,0,1,0,0,Matches
1342,Ademola Lookman,ng NGA,"FW,MF",Atalanta,it Serie A,27-102,1997,14.7,88,5.99,47,18,12,9,2,0,12,0.82,8,0,2,1,1,0,Matches
1343,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,34-121,1990,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1344,David López,es ESP,DF,Girona,es La Liga,35-113,1989,19.4,17,0.88,13,0,0,4,0,0,2,0.10,0,0,0,2,0,0,Matches
1345,Diego López,es ESP,"MF,FW",Valencia,es La Liga,22-262,2002,17.1,39,2.28,33,1,1,1,3,0,3,0.18,2,0,0,0,1,0,Matches
1346,Fer López,,FW,Celta Vigo,es La Liga,,,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1347,Fermin López,es ESP,"MF,FW",Barcelona,es La Liga,21-264,2003,5.4,14,2.60,12,0,1,0,0,1,3,0.56,3,0,0,0,0,0,Matches
1348,Javi López,es ESP,DF,Real Sociedad,es La Liga,22-311,2002,10.7,9,0.84,5,1,1,0,2,0,1,0.09,0,0,0,0,1,0,Matches
1349,Pau López,es ESP,GK,Girona,es La Liga,30-048,1994,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1350,Roberto López,es ESP,MF,Leganés,es La Liga,24-281,2000,4.2,14,3.36,7,5,1,0,0,1,1,0.24,0,1,0,0,0,0,Matches
1351,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29-092,1995,11.3,25,2.20,23,2,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
1352,Iker Losada,es ESP,"MF,FW",Betis,es La Liga,23-182,2001,3.7,8,2.14,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1353,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,38-326,1986,11.9,18,1.52,17,0,0,0,1,0,1,0.08,1,0,0,0,0,0,Matches
1354,Jordan Lotomba,ch SUI,"MF,DF",Nice,fr Ligue 1,26-123,1998,0.4,2,5.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1355,Tom Louchet,fr FRA,"DF,MF",Nice,fr Ligue 1,21-271,2003,5.5,19,3.44,14,0,1,2,0,2,0,0.00,0,0,0,0,0,0,Matches
1356,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,26-308,1998,15.2,49,3.23,32,9,2,4,2,0,9,0.59,6,2,0,0,1,0,Matches
1357,Pol Lozano,es ESP,MF,Espanyol,es La Liga,25-116,1999,12.3,24,1.92,17,5,0,0,0,2,1,0.08,1,0,0,0,0,0,Matches
1358,Lorenzo Lucca,it ITA,FW,Udinese,it Serie A,24-142,2000,15.7,16,1.02,11,0,1,3,1,0,1,0.06,0,0,1,0,0,0,Matches
1359,Jhon Lucumí,co COL,DF,Bologna,it Serie A,26-218,1998,15.4,20,1.30,19,0,0,0,0,1,2,0.13,2,0,0,0,0,0,Matches
1360,Yannik Lührs,de GER,DF,Dortmund,de Bundesliga,21-143,2003,1.4,2,1.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1361,José Luis Gayà,es ESP,DF,Valencia,es La Liga,29-250,1995,6.0,12,2.00,11,0,1,0,0,0,3,0.50,3,0,0,0,0,0,Matches
1362,José Luis Palomino,ar ARG,DF,Cagliari,it Serie A,35-025,1990,4.3,3,0.70,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1363,Douglas Luiz,br BRA,MF,Juventus,it Serie A,26-266,1998,4.9,21,4.31,14,5,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1364,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,31-262,1993,17.0,39,2.30,33,0,0,4,2,0,10,0.59,10,0,0,0,0,0,Matches
1365,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22-044,2002,8.1,9,1.11,8,0,1,0,0,0,1,0.12,1,0,0,0,0,0,Matches
1366,Dodi Lukebakio,be BEL,FW,Sevilla,es La Liga,27-128,1997,19.1,68,3.56,34,9,15,5,4,1,4,0.21,2,0,2,0,0,0,Matches
1367,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,28-170,1996,15.7,27,1.72,19,3,0,3,1,1,2,0.13,1,0,0,1,0,0,Matches
1368,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,19-073,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1369,Joe Lumley,eng ENG,GK,Southampton,eng Premier League,29-350,1995,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1370,Daniel Luna,co COL,MF,Mallorca,es La Liga,21-268,2003,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1371,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,25-354,1999,3.0,1,0.33,1,0,0,0,0,0,1,0.33,1,0,0,0,0,0,Matches
1372,Massimo Luongo,au AUS,MF,Ipswich Town,eng Premier League,32-127,1992,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1373,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,28-146,1996,22.0,22,1.00,17,0,0,5,0,0,4,0.18,2,0,0,2,0,0,Matches
1374,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,22-327,2002,11.0,23,2.08,15,1,3,1,3,0,2,0.18,2,0,0,0,0,0,Matches
1375,Charalambos Lykogiannis,gr GRE,DF,Bologna,it Serie A,31-100,1993,6.9,19,2.76,11,8,0,0,0,0,4,0.58,3,1,0,0,0,0,Matches
1376,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,25-346,1999,16.0,15,0.94,13,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1377,Mathias Løvik,no NOR,FW,Parma,it Serie A,21-055,2003,0.2,1,6.43,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1378,Othmane Maamma,ma MAR,"FW,MF",Montpellier,fr Ligue 1,19-116,2005,1.0,1,1.00,1,0,0,0,0,0,1,1.00,1,0,0,0,0,0,Matches
1379,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,22-326,2002,4.6,26,5.68,18,2,2,3,0,1,5,1.09,5,0,0,0,0,0,Matches
1380,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26-037,1998,17.4,77,4.41,61,7,2,4,1,2,8,0.46,7,0,0,1,0,0,Matches
1381,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,31-150,1993,9.4,27,2.89,16,2,2,5,0,2,3,0.32,2,0,0,1,0,0,Matches
1382,Shuto Machino,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,25-122,1999,10.9,32,2.94,27,4,0,1,0,0,5,0.46,5,0,0,0,0,0,Matches
1383,Darwin Machís,ve VEN,"FW,MF",Valladolid,es La Liga,31-358,1993,3.4,4,1.18,1,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1384,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,26-121,1998,3.2,4,1.26,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1385,James Maddison,eng ENG,MF,Tottenham,eng Premier League,28-068,1996,14.4,64,4.44,45,7,4,3,5,0,13,0.90,9,1,2,1,0,0,Matches
1386,Eros Maddy,nl NED,DF,Auxerre,fr Ligue 1,23-360,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1387,Noni Madueke,eng ENG,FW,Chelsea,eng Premier League,22-326,2002,15.3,54,3.54,37,0,8,5,3,1,8,0.52,5,0,0,1,1,1,Matches
1388,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,27-202,1997,13.7,36,2.63,23,5,3,1,3,1,2,0.15,2,0,0,0,0,0,Matches
1389,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-042,1997,20.1,25,1.24,21,0,0,3,1,0,4,0.20,2,0,0,1,1,0,Matches
1390,Soungoutou Magassa,fr FRA,MF,Monaco,fr Ligue 1,21-114,2003,8.6,15,1.74,15,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1391,Edmond-Paris Maghoma,eng ENG,MF,Brentford,eng Premier League,23-267,2001,0.9,2,2.31,2,0,0,0,0,0,1,1.15,1,0,0,0,0,0,Matches
1392,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,29-118,1995,11.8,4,0.34,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1393,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,26-245,1998,15.0,17,1.13,15,1,0,1,0,0,3,0.20,3,0,0,0,0,0,Matches
1394,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,25-148,1999,4.6,10,2.18,4,0,1,4,1,0,0,0.00,0,0,0,0,0,0,Matches
1395,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,31-331,1993,11.1,10,0.90,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1396,Jon Magunazelaia,es ESP,MF,Real Sociedad,es La Liga,24-201,2000,0.1,1,12.86,1,0,0,0,0,0,1,12.86,1,0,0,0,0,0,Matches
1397,Arne Maier,de GER,MF,Augsburg,de Bundesliga,26-022,1999,7.0,31,4.41,15,14,0,2,0,0,3,0.43,1,1,0,1,0,0,Matches
1398,Mike Maignan,fr FRA,GK,Milan,it Serie A,29-211,1995,21.0,3,0.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1399,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-085,1994,19.0,13,0.68,12,0,0,1,0,0,1,0.05,0,0,0,1,0,0,Matches
1400,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,19-286,2005,13.5,24,1.78,20,0,3,0,1,0,1,0.07,1,0,0,0,0,0,Matches
1401,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,27-154,1997,12.7,22,1.73,19,1,1,0,0,1,3,0.24,3,0,0,0,0,0,Matches
1402,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,25-075,1999,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1403,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-013,1998,1.6,3,1.86,1,1,0,1,0,0,1,0.62,1,0,0,0,0,0,Matches
1404,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,23-180,2001,2.2,3,1.37,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1405,Antoine Makoumbou,cg CGO,MF,Cagliari,it Serie A,26-196,1998,13.0,14,1.08,12,0,0,1,0,1,3,0.23,3,0,0,0,0,0,Matches
1406,Nikola Maksimović,rs SRB,DF,Montpellier,fr Ligue 1,33-066,1991,6.5,8,1.24,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1407,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,25-166,1999,1.1,2,1.80,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1408,Jarzinho Malanga,de GER,DF,Stuttgart,de Bundesliga,18-204,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1409,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,23-244,2001,5.0,5,1.00,4,0,0,1,0,0,2,0.40,2,0,0,0,0,0,Matches
1410,Daniel Maldini,it ITA,"MF,FW",Monza,it Serie A,23-111,2001,14.5,40,2.75,21,3,6,6,4,0,5,0.34,3,0,0,2,0,0,Matches
1411,Youssef Maleh,ma MAR,MF,Empoli,it Serie A,26-161,1998,13.1,21,1.60,18,0,1,1,1,0,2,0.15,2,0,0,0,0,0,Matches
1412,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-021,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1413,Donyell Malen,nl NED,"FW,MF",Dortmund,de Bundesliga,26-021,1999,6.8,12,1.76,9,0,2,1,0,0,3,0.44,3,0,0,0,0,0,Matches
1414,Ruslan Malinovskyi,ua UKR,"MF,FW",Genoa,it Serie A,31-271,1993,2.5,8,3.21,4,1,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
1415,Lennard Maloney,us USA,MF,Heidenheim,de Bundesliga,25-114,1999,8.4,7,0.83,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1416,Aaron Malouda,fr FRA,FW,Lille,fr Ligue 1,19-061,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1417,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,24-123,2000,17.0,6,0.35,4,2,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
1418,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,26-157,1998,17.1,66,3.85,50,7,5,2,1,1,6,0.35,4,1,0,1,0,0,Matches
1419,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,25-033,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1420,Gianluca Mancini,it ITA,DF,Roma,it Serie A,28-288,1996,20.4,26,1.27,23,0,0,2,1,0,1,0.05,1,0,0,0,0,0,Matches
1421,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,39-308,1985,15.5,4,0.26,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1422,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,31-009,1994,7.7,7,0.91,6,0,0,0,0,1,1,0.13,0,0,0,0,0,1,Matches
1423,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33-100,1991,12.4,16,1.29,13,2,0,1,0,0,2,0.16,1,1,0,0,0,0,Matches
1424,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27-215,1997,6.6,18,2.72,11,2,0,2,2,1,0,0.00,0,0,0,0,0,0,Matches
1425,Orel Mangala,be BEL,MF,Everton,eng Premier League,26-318,1998,14.0,24,1.72,17,1,2,3,1,0,1,0.07,0,0,0,0,1,0,Matches
1426,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26-318,1998,0.7,3,4.03,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1427,Ryan Manning,ie IRL,DF,Southampton,eng Premier League,28-230,1996,8.5,24,2.83,14,9,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1428,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30-270,1994,5.7,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1429,Johan Manzambi,ch SUI,"MF,FW",Freiburg,de Bundesliga,19-108,2005,0.3,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1430,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19-219,2005,0.1,1,15.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1431,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22-184,2002,6.8,10,1.47,5,0,2,3,0,0,2,0.29,0,0,0,2,0,0,Matches
1432,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22-127,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1433,Marcão,br BRA,DF,Sevilla,es La Liga,28-239,1996,5.1,2,0.39,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1434,Solly March,eng ENG,"MF,DF",Brighton,eng Premier League,30-194,1994,0.3,1,3.60,1,0,0,0,0,0,1,3.60,1,0,0,0,0,0,Matches
1435,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,23-020,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1436,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35-291,1989,11.5,29,2.52,26,2,0,0,1,0,7,0.61,7,0,0,0,0,0,Matches
1437,Alberto Marí,es ESP,FW,Valencia,es La Liga,23-203,2001,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1438,Pablo Marí,es ESP,DF,Monza,it Serie A,31-152,1993,18.1,16,0.88,15,0,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches
1439,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-010,1995,13.9,3,0.22,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1440,Luca Marianucci,it ITA,"DF,MF",Empoli,it Serie A,20-191,2004,0.7,3,4.43,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1441,Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29-259,1995,1.1,1,0.92,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1442,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21-211,2003,1.2,2,1.75,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1443,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28-252,1996,11.8,51,4.33,26,19,1,4,1,0,2,0.17,1,1,0,0,0,0,Matches
1444,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30-269,1994,10.0,9,0.90,6,1,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1445,Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,22-212,2002,12.7,17,1.34,16,1,0,0,0,0,2,0.16,2,0,0,0,0,0,Matches
1446,Omar Marmoush,eg EGY,FW,Manchester City,eng Premier League,25-358,1999,0.8,4,4.93,2,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1447,Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,25-358,1999,16.1,91,5.66,39,20,13,9,9,1,21,1.31,7,3,6,3,2,0,Matches
1448,Mario Maroto,es ESP,MF,Valladolid,es La Liga,21-063,2003,0.2,2,9.47,2,0,0,0,0,0,1,4.74,1,0,0,0,0,0,Matches
1449,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30-261,1994,11.3,20,1.77,17,0,1,0,0,2,1,0.09,0,0,0,0,0,1,Matches
1450,Aarón Martín,es ESP,DF,Genoa,it Serie A,27-283,1997,20.2,63,3.12,28,30,2,1,2,0,5,0.25,3,2,0,0,0,0,Matches
1451,Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22-283,2002,7.8,13,1.68,6,0,2,3,2,0,2,0.26,1,0,0,1,0,0,Matches
1452,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-029,2002,4.7,10,2.14,10,0,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches
1453,Iván Martín,es ESP,MF,Girona,es La Liga,25-351,1999,14.0,40,2.85,38,0,0,1,1,0,3,0.21,3,0,0,0,0,0,Matches
1454,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-029,2006,1.5,2,1.33,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1455,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34-296,1990,5.1,8,1.57,8,0,0,0,0,0,2,0.39,2,0,0,0,0,0,Matches
1456,Mario Martín,es ESP,MF,Valladolid,es La Liga,20-331,2004,12.2,19,1.55,11,1,1,1,5,0,1,0.08,1,0,0,0,0,0,Matches
1457,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23-226,2001,15.2,38,2.50,31,1,4,1,1,0,2,0.13,2,0,0,0,0,0,Matches
1458,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,21-280,2003,15.9,32,2.02,26,1,2,1,1,1,3,0.19,3,0,0,0,0,0,Matches
1459,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32-150,1992,22.5,3,0.13,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1460,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33-258,1991,17.8,31,1.74,26,1,0,3,1,0,4,0.23,3,1,0,0,0,0,Matches
1461,Javi Martínez,es ESP,MF,Osasuna,es La Liga,25-039,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1462,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27-161,1997,17.1,43,2.52,34,0,1,6,2,0,8,0.47,5,0,1,2,0,0,Matches
1463,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27-012,1998,18.6,24,1.29,22,0,0,1,0,1,2,0.11,2,0,0,0,0,0,Matches
1464,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28-265,1996,3.9,4,1.03,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1465,Toni Martínez,es ESP,FW,Alavés,es La Liga,27-214,1997,6.1,19,3.13,11,0,3,2,2,1,1,0.16,0,0,0,1,0,0,Matches
1466,Kevin Martins,it ITA,"MF,DF",Monza,it Serie A,19-365,2005,0.9,1,1.08,1,0,0,0,0,0,1,1.08,1,0,0,0,0,0,Matches
1467,Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25-269,1999,0.6,1,1.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1468,Adam Marušić,me MNE,DF,Lazio,it Serie A,32-105,1992,12.8,10,0.78,7,1,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1469,Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24-211,2000,6.0,4,0.67,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1470,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,31-363,1993,11.9,7,0.59,5,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1471,Adam Masina,ma MAR,DF,Torino,it Serie A,31-028,1994,16.0,16,1.00,13,0,2,0,1,0,4,0.25,2,0,1,0,1,0,Matches
1472,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-003,2001,3.3,9,2.70,5,0,0,0,4,0,2,0.60,1,0,0,0,1,0,Matches
1473,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,26-069,1998,7.4,4,0.54,4,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
1474,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23-207,2001,2.3,4,1.75,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1475,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-084,1992,15.1,17,1.13,16,0,1,0,0,0,5,0.33,4,0,1,0,0,0,Matches
1476,Jaime Mata,es ESP,FW,Las Palmas,es La Liga,36-098,1988,4.5,9,1.99,7,0,1,1,0,0,1,0.22,1,0,0,0,0,0,Matches
1477,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21-305,2003,3.4,8,2.38,3,1,1,3,0,0,1,0.30,0,0,0,1,0,0,Matches
1478,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22-138,2002,13.7,28,2.05,23,1,1,2,0,1,6,0.44,4,0,1,1,0,0,Matches
1479,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,22-350,2002,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1480,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27-216,1997,19.7,40,2.03,26,0,2,9,3,0,6,0.30,2,0,2,2,0,0,Matches
1481,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,36-182,1988,13.1,32,2.44,31,0,0,1,0,0,2,0.15,2,0,0,0,0,0,Matches
1482,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22-260,2002,13.3,8,0.60,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1483,Jean Mattéo Bahoya,fr FRA,"MF,DF",Eint Frankfurt,de Bundesliga,19-268,2005,2.5,12,4.89,7,1,1,1,2,0,4,1.63,1,0,1,0,2,0,Matches
1484,Alan Matturro,uy URU,DF,Genoa,it Serie A,20-111,2004,7.2,6,0.83,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1485,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,26-277,1998,16.2,28,1.72,25,1,0,0,2,0,1,0.06,1,0,0,0,0,0,Matches
1486,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,28-169,1996,9.3,19,2.04,18,0,1,0,0,0,4,0.43,4,0,0,0,0,0,Matches
1487,Maurides,br BRA,FW,St. Pauli,de Bundesliga,30-326,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1488,Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26-244,1998,14.2,42,2.96,34,2,4,2,0,0,7,0.49,6,0,1,0,0,0,Matches
1489,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-050,1997,15.4,12,0.78,9,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
1490,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,19-287,2005,6.0,3,0.50,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1491,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,20-311,2004,2.2,7,3.25,7,0,0,0,0,0,1,0.46,1,0,0,0,0,0,Matches
1492,Borja Mayoral,es ESP,FW,Getafe,es La Liga,27-300,1997,2.1,5,2.42,4,0,0,1,0,0,1,0.48,0,0,0,1,0,0,Matches
1493,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18-258,2006,3.1,13,4.12,10,0,0,2,1,0,1,0.32,1,0,0,0,0,0,Matches
